FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
MA0104.1.Mycn	1.04857612357e-48	0.0	88.0	998.0	76.0	10784.0	8.1	0.7	MYOM2,CRP,OR52K2,KRBA1,WWOX,POLQ,SDK1,SORCS1,MYO1D,LOC441204,MOB3B,FBXL4,ERICH1-AS1,PAH,SFMBT2,CSMD1,KCNB2,SORBS1,OR6Y1,OR2W5,LINC00701,SCP2D1,DNAH9,OR2Y1,LCE3E,LIMCH1,RYR2,DLGAP2,DHRS7C,OVCH2,NXPE4,HLA-DQB2,ARHGAP28,CADM1,POU3F2,KCND3,FAM49A,STK32B,SDK2,ASCL1,MIR548A2,LOC100287944,ROR2,PRSS16,CRYBB3,CLDN17,ANO2,PPP1R17,SEMA3E,LINC00494,PHOX2B,PDE10A,GRIK4,GCSAML-AS1,PACRG,RFX4,HHLA1,ADARB2,ADAMTS9-AS2,OR5P3,PREP,SHISA6,TDRD9,SPOCK3,HTR1E,C20orf78,ARPP21,KIAA1211,GLP2R
MA0004.1.Arnt	1.04857612357e-48	0.0	88.0	998.0	76.0	10784.0	8.1	0.7	MYOM2,CRP,OR52K2,KRBA1,WWOX,POLQ,SDK1,SORCS1,MYO1D,LOC441204,MOB3B,FBXL4,ERICH1-AS1,PAH,SFMBT2,CSMD1,KCNB2,SORBS1,OR6Y1,OR2W5,LINC00701,SCP2D1,DNAH9,OR2Y1,LCE3E,LIMCH1,RYR2,DLGAP2,DHRS7C,OVCH2,NXPE4,HLA-DQB2,ARHGAP28,CADM1,POU3F2,KCND3,FAM49A,STK32B,SDK2,ASCL1,MIR548A2,LOC100287944,ROR2,PRSS16,CRYBB3,CLDN17,ANO2,PPP1R17,SEMA3E,LINC00494,PHOX2B,PDE10A,GRIK4,GCSAML-AS1,PACRG,RFX4,HHLA1,ADARB2,ADAMTS9-AS2,OR5P3,PREP,SHISA6,TDRD9,SPOCK3,HTR1E,C20orf78,ARPP21,KIAA1211,GLP2R
MA0006.1.Arnt::Ahr	3.35861708319e-19	0.0	53.0	1033.0	96.0	10764.0	4.88	0.88	OR51F1,SLC6A2,CCND2,CLEC12B,GABRR2,MAT1A,SRGAP3,HPVC1,ERICH1-AS1,SFMBT2,CSMD1,IGSF3,LINC00707,LRRC3B,ST18,LPHN3,LIMCH1,TSG1,LOC728606,KC6,MYT1L,KCNIP4,DPP6,FCAR,AQP4,FRAS1,MIR4801,CA10,MGMT,ANKS1B,NELL1,NPSR1,KCNMB1,RCVRN,LELP1,ESR1,SLC17A6,LOC440970,GRIN2A,KCNIP1,PARD3B,ARPP21,DCD
MA0058.1.MAX	9.13468752247e-17	5.93969318174e-14	22.0	1064.0	9.0	10851.0	2.03	0.08	GRIK4,GCSAML-AS1,CRP,MYO1D,PACRG,LOC100287944,SDK2,RFX4,ADARB2,HHLA1,MIR548A2,ADAMTS9-AS2,SFMBT2,SORCS1,SORBS1,LINC00494,PRSS16,PDE10A,OR2W5
MA0059.1.MYC::MAX	7.26657528058e-16	4.15001366605e-13	21.0	1065.0	9.0	10851.0	1.93	0.08	GCSAML-AS1,CRP,ASCL1,CLDN17,LOC100287944,SDK2,RFX4,ADARB2,HHLA1,MIR548A2,ADAMTS9-AS2,LINC00494,PAH,SFMBT2,SPOCK3,SORBS1,MYO1D,PRSS16,PDE10A,OR2W5
MA0104.2.Mycn	9.73449651509e-11	5.18848356501e-08	16.0	1070.0	11.0	10849.0	1.47	0.1	GRIK4,CRP,ASCL1,SORCS1,HHLA1,ADARB2,SDK2,SFMBT2,SPOCK3,PAH,LINC00494,PRSS16
UP00072_2_IRC900814_secondary	3.87902482212e-10	2.06364102362e-07	12.0	1074.0	4.0	10856.0	1.1	0.04	JAKMIP2,SDK2,LINC00598,OR10Z1,LHX8,JAKMIP2-AS1,MTR,FOXO1,WWOX,COBL,PDE6H
MA0147.1.Myc	1.32901811647e-09	7.05708371962e-07	15.0	1071.0	12.0	10848.0	1.38	0.11	GCSAML-AS1,CRP,GRIK4,ASCL1,ADARB2,SDK2,PRSS16,PAH,SFMBT2,SPOCK3,SORBS1,LINC00494,OR2W5
UP00060_1_Max_primary	6.16486666566e-09	3.26737397927e-06	13.0	1073.0	9.0	10851.0	1.2	0.08	CRP,MYO1D,RFX4,SDK2,HHLA1,LOC100287944,PRSS16,SPOCK3,SORBS1,PDE10A
UP00000_2_Smad3_secondary	2.640664352e-08	1.39690170486e-05	10.0	1076.0	4.0	10856.0	0.92	0.04	THSD7A,CBLN2,CELF2,GIMAP1-GIMAP5,CRYBB3,KIAA0040,GPR139,GIMAP1
