FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00079_1_Esrra_primary	1.0	1.0	1.0	1701.0	0.0	0.0	0.06	0.0	LOC648987
UP00000_2_Smad3_secondary	1.0	1.0	16.0	1686.0	0.0	0.0	0.94	0.0	RARA,C9orf169,NCOR2,LIME1,RAPGEFL1,ZCCHC14,SH3TC1,TBX3,SEMA4B,NTM,CTNNBIP1,TIFAB,NEUROG1,TOR4A,CLSTN1,OSBPL5
MA0163.1.PLAG1	1.0	1.0	10.0	1692.0	0.0	0.0	0.59	0.0	AMZ1,ALOX5,MGMT,FHL2,IQCE,TTYH3,ADARB1,POFUT2,UBALD1
MA0152.1.NFATC2	1.0	1.0	9.0	1693.0	0.0	0.0	0.53	0.0	SPACA7,TRAF5,TBX3,BARX1,FAM53B,LOC441009,ETS1
UP00228_1_Bapx1_2343.1	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
MA0137.1.STAT1	1.0	1.0	4.0	1698.0	0.0	0.0	0.24	0.0	FAM71D,CHST15,FLOT1,KLHDC4,GPHN
UP00104_1_Hmx1_3423.1	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
MA0078.1.Sox17	1.0	1.0	1.0	1701.0	0.0	0.0	0.06	0.0	KIRREL3
UP00040_2_Irf5_secondary	1.0	1.0	2.0	1700.0	0.0	0.0	0.12	0.0	ERC2
MA0055.1.Myf	1.0	1.0	4.0	1698.0	0.0	0.0	0.24	0.0	DISP1,LINC00229,CREB5,C6orf147,KHDC1
MA0156.1.FEV	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00017_2_Nkx3-1_secondary	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
MA0111.1.Spz1	1.0	1.0	3.0	1699.0	0.0	0.0	0.18	0.0	NKX2-6,RAD51B
UP00106_1_Vax2_3500.1	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00051_1_Sox8_primary	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00257_1_Shox2_2641.2	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00067_1_Lef1_primary	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
MA0041.1.Foxd3	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00406_2_Spdef_secondary	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00004_1_Sox14_primary	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00206_1_Hoxb7_3953.1	1.0	1.0	1.0	1701.0	0.0	0.0	0.06	0.0	SLC45A1
UP00075_1_Sox15_primary	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00226_1_Mrg1_2246.2	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00023_1_Sox30_primary	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
MA0019.1.Ddit3::Cebpa	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00244_1_Tlx2_3498.2	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00159_1_Six2_2307.2	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00227_1_Duxl_1286.2	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00100_1_Gata6_primary	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
MA0072.1.RORA_2	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00087_2_Tcfap2c_secondary	1.0	1.0	4.0	1698.0	0.0	0.0	0.24	0.0	LHPP,OTX1,PADI4,ISLR2
UP00183_1_Hoxa13_3126.1	1.0	1.0	2.0	1700.0	0.0	0.0	0.12	0.0	SPAG6,DPCR1
UP00081_2_Mybl1_secondary	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00253_1_Rax_3443.1	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
MA0150.1.NFE2L2	1.0	1.0	3.0	1699.0	0.0	0.0	0.18	0.0	LOC440335,SEPT12,GDF7,SCUBE1,HS1BP3
UP00240_1_Cdx1_2245.1	1.0	1.0	1.0	1701.0	0.0	0.0	0.06	0.0	MRM1
UP00201_1_Emx2_3420.1	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00116_1_Rhox6_4251.1	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00230_1_Dlx5_3419.2	1.0	1.0	2.0	1700.0	0.0	0.0	0.12	0.0	PHF17,SLC45A1
UP00168_1_Hoxd8_2644.1	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
UP00048_2_Rara_secondary	1.0	1.0	2.0	1700.0	0.0	0.0	0.12	0.0	MGC45800,RBM47
UP00391_1_Hoxa3_primary	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
MA0148.1.FOXA1	1.0	1.0	2.0	1700.0	0.0	0.0	0.12	0.0	INPP4A
UP00182_1_Hoxa6_1040.1	1.0	1.0	1.0	1701.0	0.0	0.0	0.06	0.0	ERC2
UP00099_1_Ascl2_primary	1.0	1.0	0.0	1702.0	0.0	0.0	0.0	0.0	
