FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00079_1_Esrra_primary	1.0	1.0	1.0	3497.0	0.0	0.0	0.03	0.0	GABRR2
UP00000_2_Smad3_secondary	1.0	1.0	7.0	3491.0	0.0	0.0	0.2	0.0	PTPRT,GFRA1
MA0163.1.PLAG1	1.0	1.0	6.0	3492.0	0.0	0.0	0.17	0.0	PLEKHG1,TSSC1,FAM155A,COL23A1
MA0152.1.NFATC2	1.0	1.0	32.0	3466.0	0.0	0.0	0.91	0.0	SERPINA12,ERC2,LINC00700,SERPINA4,ADAMTS3,MPP6,ADRBK2,STOX2,RIMS4,REG3G,SYNDIG1,C8orf22,ATP8A1,PIEZO2,PRKCB,COL23A1,LOC100169752,SRRM4,LINC00535,OR7A10,LOC150935,OR7A17,WWOX
UP00228_1_Bapx1_2343.1	1.0	1.0	3.0	3495.0	0.0	0.0	0.09	0.0	TSHZ2,NPAS3
MA0137.1.STAT1	1.0	1.0	4.0	3494.0	0.0	0.0	0.11	0.0	ADARB2,ADCY2,CAPN9
UP00104_1_Hmx1_3423.1	1.0	1.0	2.0	3496.0	0.0	0.0	0.06	0.0	VWA5A,OR8G2
MA0078.1.Sox17	1.0	1.0	11.0	3487.0	0.0	0.0	0.31	0.0	ROBO1,FSTL5,L3MBTL4,GPR133,NELL1,CLSTN2,SOX5
UP00040_2_Irf5_secondary	1.0	1.0	4.0	3494.0	0.0	0.0	0.11	0.0	TNN,KRT71,CNBD1
MA0055.1.Myf	1.0	1.0	20.0	3478.0	0.0	0.0	0.57	0.0	NLRP9,KCNK5,PCSK6,DLGAP2,CNTNAP2,ZMYND12,HECW1,MYT1L,LOC285577,MS4A12,MS4A13,PDZRN3
MA0156.1.FEV	1.0	1.0	5.0	3493.0	0.0	0.0	0.14	0.0	EDNRB,LINC00439,WWOX,SPSB4
UP00017_2_Nkx3-1_secondary	1.0	1.0	0.0	3498.0	0.0	0.0	0.0	0.0	
MA0111.1.Spz1	1.0	1.0	16.0	3482.0	0.0	0.0	0.46	0.0	PAK7,TNR,CDS1,LOC339166,NTM,WWOX,WDFY3,TMEM33,LOC100270679,CSRP2BP
UP00106_1_Vax2_3500.1	1.0	1.0	0.0	3498.0	0.0	0.0	0.0	0.0	
UP00051_1_Sox8_primary	1.0	1.0	4.0	3494.0	0.0	0.0	0.11	0.0	C10orf71
UP00257_1_Shox2_2641.2	1.0	1.0	0.0	3498.0	0.0	0.0	0.0	0.0	
UP00067_1_Lef1_primary	1.0	1.0	2.0	3496.0	0.0	0.0	0.06	0.0	
MA0041.1.Foxd3	1.0	1.0	3.0	3495.0	0.0	0.0	0.09	0.0	GRID1,SLC19A3
UP00406_2_Spdef_secondary	1.0	1.0	1.0	3497.0	0.0	0.0	0.03	0.0	
UP00004_1_Sox14_primary	1.0	1.0	3.0	3495.0	0.0	0.0	0.09	0.0	
UP00206_1_Hoxb7_3953.1	1.0	1.0	1.0	3497.0	0.0	0.0	0.03	0.0	
UP00075_1_Sox15_primary	1.0	1.0	2.0	3496.0	0.0	0.0	0.06	0.0	
UP00226_1_Mrg1_2246.2	1.0	1.0	3.0	3495.0	0.0	0.0	0.09	0.0	ADAMTS17
UP00023_1_Sox30_primary	1.0	1.0	2.0	3496.0	0.0	0.0	0.06	0.0	GORASP2,SLC34A2,GAD1
MA0019.1.Ddit3::Cebpa	1.0	1.0	1.0	3497.0	0.0	0.0	0.03	0.0	SLC22A3
UP00244_1_Tlx2_3498.2	1.0	1.0	1.0	3497.0	0.0	0.0	0.03	0.0	
UP00159_1_Six2_2307.2	1.0	1.0	1.0	3497.0	0.0	0.0	0.03	0.0	
UP00227_1_Duxl_1286.2	1.0	1.0	1.0	3497.0	0.0	0.0	0.03	0.0	
UP00100_1_Gata6_primary	1.0	1.0	1.0	3497.0	0.0	0.0	0.03	0.0	GRM7
MA0072.1.RORA_2	1.0	1.0	5.0	3493.0	0.0	0.0	0.14	0.0	MCTP2,REG3G,WDFY4,SAMSN1
UP00087_2_Tcfap2c_secondary	1.0	1.0	3.0	3495.0	0.0	0.0	0.09	0.0	HMP19,SDK1,LOC150935
