FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00079_1_Esrra_primary	1.0	1.0	5.0	2859.0	0.0	0.0	0.17	0.0	AGR2,ODF1,VWA3B,MYO6,MYOF
UP00000_2_Smad3_secondary	1.0	1.0	5.0	2859.0	0.0	0.0	0.17	0.0	KIAA1211L,GSDMD,ZC3H3,SH3BP2
MA0163.1.PLAG1	1.0	1.0	13.0	2851.0	0.0	0.0	0.45	0.0	BPIFB3,PCP4,TRANK1,MIR129-1,MIRLET7BHG,BPIFB4,EML6,TBC1D23,COL5A3,NFAM1,CSMD1,MAPK13
MA0152.1.NFATC2	1.0	1.0	30.0	2834.0	0.0	0.0	1.05	0.0	KCTD1,COL11A1,UST,TBX4,PMFBP1,ZNF121,CACNA1A,MTMR9,LINC00461,PLCB1,SPEF2,C17orf82,LOC148696,KRTAP13-2,MIR548N,PCDHGA1,TRAPPC9,TAF1B,ZNF426,SYNPO2,KRTAP23-1
UP00228_1_Bapx1_2343.1	1.0	1.0	0.0	2864.0	0.0	0.0	0.0	0.0	
MA0137.1.STAT1	1.0	1.0	8.0	2856.0	0.0	0.0	0.28	0.0	AKR1C6P,EIF3M,CALM1,LCLAT1,AKR1E2,LINC00642,SCUBE1,MPPED1
UP00104_1_Hmx1_3423.1	1.0	1.0	1.0	2863.0	0.0	0.0	0.03	0.0	C4BPA
MA0078.1.Sox17	1.0	1.0	5.0	2859.0	0.0	0.0	0.17	0.0	HRSP12,FBXW8,CDH5,FARP1
UP00040_2_Irf5_secondary	1.0	1.0	4.0	2860.0	0.0	0.0	0.14	0.0	FAM161A,CDH11,CDK19,FBXL4
MA0055.1.Myf	1.0	1.0	16.0	2848.0	0.0	0.0	0.56	0.0	APLNR,TRIM14,PLCG2,LHX8,SLC9A8,LRRC55,KLHL29,NDNF,SAMD5,GUSBP1,PTGIS,ZBTB47,LOC399829,ELFN1,CRABP1
MA0156.1.FEV	1.0	1.0	6.0	2858.0	0.0	0.0	0.21	0.0	CDH13,FHOD3,EFNA5,ERGIC1,PRR11,DUSP1
UP00017_2_Nkx3-1_secondary	1.0	1.0	1.0	2863.0	0.0	0.0	0.03	0.0	KRT80,C12orf44
MA0111.1.Spz1	1.0	1.0	5.0	2859.0	0.0	0.0	0.17	0.0	TRPC5,C20orf96,UNC5A
UP00106_1_Vax2_3500.1	1.0	1.0	0.0	2864.0	0.0	0.0	0.0	0.0	
UP00051_1_Sox8_primary	1.0	1.0	2.0	2862.0	0.0	0.0	0.07	0.0	STOML3
UP00257_1_Shox2_2641.2	1.0	1.0	0.0	2864.0	0.0	0.0	0.0	0.0	
UP00067_1_Lef1_primary	1.0	1.0	2.0	2862.0	0.0	0.0	0.07	0.0	FYN
MA0041.1.Foxd3	1.0	1.0	7.0	2857.0	0.0	0.0	0.24	0.0	RASGRP3,LTBP1,LOC283143,SKAP1,ZIC4,FAM184B
UP00406_2_Spdef_secondary	1.0	1.0	3.0	2861.0	0.0	0.0	0.1	0.0	LOC729732,PAX2,TFAMP1
UP00004_1_Sox14_primary	1.0	1.0	3.0	2861.0	0.0	0.0	0.1	0.0	GMDS,CA12
UP00206_1_Hoxb7_3953.1	1.0	1.0	2.0	2862.0	0.0	0.0	0.07	0.0	CHST12,UBAC2
UP00075_1_Sox15_primary	1.0	1.0	1.0	2863.0	0.0	0.0	0.03	0.0	CLEC3B,EXOSC7
UP00226_1_Mrg1_2246.2	1.0	1.0	2.0	2862.0	0.0	0.0	0.07	0.0	CCDC140,ELFN1
UP00023_1_Sox30_primary	1.0	1.0	3.0	2861.0	0.0	0.0	0.1	0.0	CLEC3B,STOML3,EXOSC7
MA0019.1.Ddit3::Cebpa	1.0	1.0	8.0	2856.0	0.0	0.0	0.28	0.0	ENTPD4,RCN1,CSMD1,LINC00340,POLN,KREMEN1,ADAD1
UP00244_1_Tlx2_3498.2	1.0	1.0	0.0	2864.0	0.0	0.0	0.0	0.0	
UP00159_1_Six2_2307.2	1.0	1.0	1.0	2863.0	0.0	0.0	0.03	0.0	MIR548X
UP00227_1_Duxl_1286.2	1.0	1.0	1.0	2863.0	0.0	0.0	0.03	0.0	SRXN1,SCRT2
UP00100_1_Gata6_primary	1.0	1.0	1.0	2863.0	0.0	0.0	0.03	0.0	C11orf70
MA0072.1.RORA_2	1.0	1.0	3.0	2861.0	0.0	0.0	0.1	0.0	TTLL5
UP00087_2_Tcfap2c_secondary	1.0	1.0	3.0	2861.0	0.0	0.0	0.1	0.0	SNAI3-AS1,PYGO2,MOGAT1
