FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00079_1_Esrra_primary	1.0	1.0	4.0	2112.0	0.0	0.0	0.19	0.0	SYT9,CHST4,TMPRSS11E,CAMTA1
UP00000_2_Smad3_secondary	1.0	1.0	17.0	2099.0	0.0	0.0	0.8	0.0	FZD1,THSD7A,C20orf203,ANGPT1,COMMD7,CBLN2,CELF2,GIMAP1-GIMAP5,ELMO1,CRYBB3,KIAA0040,SLC16A12,IFIT5,GPR139,GIMAP1
MA0163.1.PLAG1	1.0	1.0	4.0	2112.0	0.0	0.0	0.19	0.0	TMEM38A,EPHA6,SMIM7,TCF7L2,H19
MA0152.1.NFATC2	1.0	1.0	22.0	2094.0	0.0	0.0	1.04	0.0	CCL13,FCN2,FCN1,ANGPT1,ZNF440,KRTAP21-1,ADAMTS2,FOXO1,LRRN1,CYLD,SFMBT2,LINC00598,ELOVL2,MAP2K6,MERTK,LOC150935,MIR5708,ZNF439,EFNA2,CLVS2
UP00228_1_Bapx1_2343.1	1.0	1.0	1.0	2115.0	0.0	0.0	0.05	0.0	YWHAQ
MA0137.1.STAT1	1.0	1.0	5.0	2111.0	0.0	0.0	0.24	0.0	ZNF596,AMBRA1,PHACTR1,CFTR,MERTK
UP00104_1_Hmx1_3423.1	1.0	1.0	0.0	2116.0	0.0	0.0	0.0	0.0	
MA0078.1.Sox17	1.0	1.0	1.0	2115.0	0.0	0.0	0.05	0.0	MFHAS1
UP00040_2_Irf5_secondary	1.0	1.0	13.0	2103.0	0.0	0.0	0.61	0.0	GFOD1,MEGF11,NRXN1,SH3GL3,GABRA5,LINC00443,KRTAP19-8,DUSP26
MA0055.1.Myf	1.0	1.0	3.0	2113.0	0.0	0.0	0.14	0.0	ERICH1-AS1,VAT1L,NTNG2
MA0156.1.FEV	1.0	1.0	5.0	2111.0	0.0	0.0	0.24	0.0	PDE6H,C15orf54,EMR3,SUN5
UP00017_2_Nkx3-1_secondary	1.0	1.0	0.0	2116.0	0.0	0.0	0.0	0.0	
MA0111.1.Spz1	1.0	1.0	5.0	2111.0	0.0	0.0	0.24	0.0	RAB21,TMEM19,HOXD12,CBFA2T3
UP00106_1_Vax2_3500.1	1.0	1.0	0.0	2116.0	0.0	0.0	0.0	0.0	
UP00051_1_Sox8_primary	1.0	1.0	0.0	2116.0	0.0	0.0	0.0	0.0	
UP00257_1_Shox2_2641.2	1.0	1.0	0.0	2116.0	0.0	0.0	0.0	0.0	
