FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
MA0098.1.ETS1	2.01155293539e-18	0.0	51.0	2065.0	92.0	21068.0	2.41	0.43	STIM2,BPESC1,OR6C70,ZFHX4,GPANK1,TMPRSS4-AS1,RCVRN,C11orf63,LINC00839,SEMA6D,SIM2,NCEH1,LOC283174,NLRP3,ADAMTS2,ZFHX4-AS1,CES5A,MRPL51,GUCA2B,HOMER2,LOC254559,OR2G2,SPATA19,TMPRSS4,TMPRSS11BNL,OR6K6,HERC1,USP10,MAN1C1,OR6C4,VAMP1,AMPH,BAI3,RBFOX3,SLC35F3,CFI,LRP8,TP73,AOAH,FAM103A1,COX19,LMO7,CA1,GLP2R
MA0104.2.Mycn	4.67446866554e-17	0.0	29.0	2087.0	24.0	21136.0	1.37	0.11	CRP,SORCS1,SFMBT2,PAH,SMOC2,CMPK2,C14orf177,ADARB2,ZNF100,SDK2,ASCL1,MRGPRE,R3HDM2,PRSS16,LINC00494,AOAH,SOCS1,HHLA1,GRIK4,ANKFN1,GPR133,SPOCK3,SLC19A1
MA0104.1.Mycn	1.1878645729e-89	0.0	168.0	1948.0	151.0	21009.0	7.94	0.71	ZFPM2,AMICA1,ABLIM2,SFMBT2,AADACL4,PAH,SLC25A16,LINC00701,RYR1,RYR2,DLGAP2,NXPE4,ACAN,ARHGAP28,SEPT11,LOC441204,ERBB4,LOC254559,CLCN3,C14orf177,R3HDM2,MIR137HG,SCAND3,DMRTC2,IQCJ-SCHIP1,REXO1L2P,NXN,ROR2,MIR4665,RFX4,OR52K2,FBXL4,EPT1,CCNI,SLC19A1,FOXP2,CRP,BPIFA1,DHRS7C,GRIK4,DES,YBX3P1,ANO2,OVCH2,SCHIP1,LAMB4,OR2W5,NEK7,CCDC124,NEK1,LIMCH1,KCNMA1,MEIS1,HLA-DQB2,SDK1,SDK2,SNORD113-4,COL1A1,PPP1R17,STK32B,GJA5,DNAH9,KIAA1211,TSPAN33,SHISA6,PDZD2,GPX6,ARPP21,MYOM2,CLDN17,POLQ,SORCS1,MYO1D,MOB3B,CCR2,CSMD1,OR6Y1,OR2Y1,LCE3E,ZNF251,COL26A1,RANBP6,ZNF100,LOC407835,CADM1,DNPEP,FAM49A,TET1,ASCL1,LOC100287944,NOL9,KCNB2,PDE10A,AADACL3,GCSAML-AS1,SEMA3E,CD109,HHLA1,ADARB2,ADAMTS9-AS2,LRRN1,LOC100133461,DRAXIN,WWOX,ZNF596,PREP,GLP2R,ELMO1,C20orf78,KRBA1,SF3B5,TDRD9,ERICH1-AS1,SORBS1,SMOC2,SIM2,FRMD4A,SCP2D1,CMPK2,YWHAQ,POU3F2,KCND3,LTBP2,SPOCK3,MIR548A2,MRGPRE,PRSS16,FAM216B,CRYBB3,MAN1C1,CLTCL1,LINC00494,PHOX2B,AOAH,PACRG,MIR365A,EPC2,OR5P3,ANKFN1,GPR133,HTR1E
MA0004.1.Arnt	1.1878645729e-89	0.0	168.0	1948.0	151.0	21009.0	7.94	0.71	ZFPM2,AMICA1,ABLIM2,SFMBT2,AADACL4,PAH,SLC25A16,LINC00701,RYR1,RYR2,DLGAP2,NXPE4,ACAN,ARHGAP28,SEPT11,LOC441204,ERBB4,LOC254559,CLCN3,C14orf177,R3HDM2,MIR137HG,SCAND3,DMRTC2,IQCJ-SCHIP1,REXO1L2P,NXN,ROR2,MIR4665,RFX4,OR52K2,FBXL4,EPT1,CCNI,SLC19A1,FOXP2,CRP,BPIFA1,DHRS7C,GRIK4,DES,YBX3P1,ANO2,OVCH2,SCHIP1,LAMB4,OR2W5,NEK7,CCDC124,NEK1,LIMCH1,KCNMA1,MEIS1,HLA-DQB2,SDK1,SDK2,SNORD113-4,COL1A1,PPP1R17,STK32B,GJA5,DNAH9,KIAA1211,TSPAN33,SHISA6,PDZD2,GPX6,ARPP21,MYOM2,CLDN17,POLQ,SORCS1,MYO1D,MOB3B,CCR2,CSMD1,OR6Y1,OR2Y1,LCE3E,ZNF251,COL26A1,RANBP6,ZNF100,LOC407835,CADM1,DNPEP,FAM49A,TET1,ASCL1,LOC100287944,NOL9,KCNB2,PDE10A,AADACL3,GCSAML-AS1,SEMA3E,CD109,HHLA1,ADARB2,ADAMTS9-AS2,LRRN1,LOC100133461,DRAXIN,WWOX,ZNF596,PREP,GLP2R,ELMO1,C20orf78,KRBA1,SF3B5,TDRD9,ERICH1-AS1,SORBS1,SMOC2,SIM2,FRMD4A,SCP2D1,CMPK2,YWHAQ,POU3F2,KCND3,LTBP2,SPOCK3,MIR548A2,MRGPRE,PRSS16,FAM216B,CRYBB3,MAN1C1,CLTCL1,LINC00494,PHOX2B,AOAH,PACRG,MIR365A,EPC2,OR5P3,ANKFN1,GPR133,HTR1E
MA0059.1.MYC::MAX	3.86004493529e-21	0.0	31.0	2085.0	17.0	21143.0	1.47	0.08	CRP,CLDN17,MYO1D,SORBS1,CCR2,PAH,OR2W5,CMPK2,SFMBT2,ZNF100,SDK2,ASCL1,MIR548A2,LOC100287944,MRGPRE,LINC00494,PRSS16,PDE10A,GCSAML-AS1,AOAH,RFX4,HHLA1,ADARB2,ADAMTS9-AS2,ANKFN1,GPR133,SPOCK3,SLC19A1
MA0058.1.MAX	7.95959156402e-28	0.0	37.0	2079.0	14.0	21146.0	1.75	0.07	CRP,SORCS1,CCR2,MYO1D,SFMBT2,SMOC2,SORBS1,SLC25A16,OR2W5,LOC100287944,CMPK2,C14orf177,ADARB2,ZNF100,SDK2,TET1,MIR548A2,MRGPRE,R3HDM2,PRSS16,LINC00494,PDE10A,GRIK4,GCSAML-AS1,AOAH,PACRG,RFX4,HHLA1,EPC2,ADAMTS9-AS2,ANKFN1,SLC19A1
MA0006.1.Arnt::Ahr	1.74095475026e-33	0.0	102.0	2014.0	198.0	20962.0	4.82	0.94	SLC6A2,HECTD1,KCNE4,MAT1A,HPVC1,SFMBT2,LINC00707,TSNARE1,FMNL2,DCD,TSG1,CACNA1D,SLC12A7,PXN,FCAR,KCNMB1,AQP4,TRIM29,LOC254559,MIR4801,PER1,FAM45B,KCNN2,MGMT,LOC116437,LY86-AS1,FAM45A,ANGPT1,SOCS1,CCND2,L3MBTL1,DOCK9,CLEC12B,KC6,FRAS1,ST18,LY86,USP48,LIMCH1,ZNF440,LOC729732,NR1H4,KCNIP4,KCNIP1,TREML5P,PARD3B,GALNT9,NELL1,HMCN1,ESR1,FAM174B,LOC100144604,LELP1,ARPP21,C8orf34,HES7,OR51F1,GABRR2,SRGAP3,CSMD1,LRRC3B,DACT2,TBC1D5,C1orf158,MYT1L,ZNF439,ANKS1B,ERICH1-AS1,SLC17A6,LOC440970,LMO7,RHCG,TREML4,STEAP3,TMEM121,IGSF3,RCVRN,BMP10,BAALC,NOC4L,LPHN3,LOXL3,RBM24,LOC728606,DOK1,GPR123,DPP6,ORC2,CA10,NPSR1,BAI1,NOTCH4,GRIN2A
UP00060_1_Max_primary	1.35604272811e-17	0.0	25.0	2091.0	13.0	21147.0	1.18	0.06	CRP,MYO1D,LOC100287944,RFX4,SDK2,CMPK2,HHLA1,EPC2,MRGPRE,ANKFN1,CCR2,ZNF100,SPOCK3,SORBS1,PRSS16,PDE10A,SLC19A1
MA0147.1.Myc	1.14658734194e-15	5.88418203051e-13	29.0	2087.0	29.0	21131.0	1.37	0.14	CRP,ADARB2,SORBS1,SFMBT2,PAH,SMOC2,EPC2,OR2W5,CMPK2,C14orf177,ZNF100,SDK2,ASCL1,MRGPRE,R3HDM2,PRSS16,LINC00494,GCSAML-AS1,AOAH,SOCS1,GRIK4,ANKFN1,SPOCK3,SLC19A1
UP00072_2_IRC900814_secondary	9.05436978206e-13	4.78949657712e-10	16.0	2100.0	6.0	21154.0	0.76	0.03	JAKMIP2,SDK2,FOXP1,OR10Z1,LOC283177,LHX8,ORC2,C15orf60,MTR,FOXO1,LINC00598,WWOX,COBL,PDE6H,JAKMIP2-AS1,FAM126B
