FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00079_1_Esrra_primary	1.0	1.0	3.0	6447.0	0.0	0.0	0.05	0.0	GABRR2
UP00000_2_Smad3_secondary	1.0	1.0	16.0	6434.0	0.0	0.0	0.25	0.0	MIR378C,PTPRT,GFRA1,PROM1
MA0163.1.PLAG1	1.0	1.0	18.0	6432.0	0.0	0.0	0.28	0.0	CD8B,FAM155A,SH2D6,FRMPD4,RYR1,CDH23,NAV2,PLEKHG1,COL23A1,PCP4,CAPG,DSCAML1,TSSC1
MA0152.1.NFATC2	1.0	1.0	54.0	6396.0	0.0	0.0	0.84	0.0	SERPINA12,NRCAM,ERC2,ANO1,CCR6,ADRA2C,LINC00700,LINC00535,DEFB115,SERPINA4,ADAMTS3,RUNX3,CACNA1D,MPP6,ZFP42,ADRBK2,LINC00326,STOX2,RIMS4,REG3G,NUP210,C8orf22,PRKCB,FAM155A,IL31RA,SLC35G3,PIEZO2,ATP8A1,EBF2,COL23A1,OCA2,LOC100169752,ABCG1,SYNDIG1,SRRM4,DDX4,LOC100133461,OR7A10,LOC150935,OR7A17,LINC00476,WWOX,SLFN5
UP00228_1_Bapx1_2343.1	1.0	1.0	4.0	6446.0	0.0	0.0	0.06	0.0	TSHZ2,NPAS3
MA0137.1.STAT1	1.0	1.0	10.0	6440.0	0.0	0.0	0.16	0.0	PTPRN2,GTF2E1,LOC100287072,ADCY2,ADARB2,PTGDR,PDS5B,CAPN9
UP00104_1_Hmx1_3423.1	1.0	1.0	2.0	6448.0	0.0	0.0	0.03	0.0	VWA5A,OR8G2
MA0078.1.Sox17	1.0	1.0	24.0	6426.0	0.0	0.0	0.37	0.0	DLG1-AS1,YPEL2,ROBO1,FSTL5,SULF2,LAIR1,L3MBTL4,GPR133,NELL1,BCL11B,EFR3A,CLSTN2,SOX5
UP00040_2_Irf5_secondary	1.0	1.0	5.0	6445.0	0.0	0.0	0.08	0.0	SPTBN4,TNN,KRT71,CNBD1
MA0055.1.Myf	1.0	1.0	38.0	6412.0	0.0	0.0	0.59	0.0	PCSK6,CNTNAP2,ZMYND12,DIO3OS,LOC285577,GADD45G,CRADD,ZNF273,LOC283177,KCNK5,NLRP9,DLGAP2,MYT1L,TRPM2,PHACTR3,UNQ6494,TRABD2B,SHANK2,PDZRN3,ZNF138,HECW1,RPS7P5,MS4A12,MS4A13
MA0156.1.FEV	1.0	1.0	10.0	6440.0	0.0	0.0	0.16	0.0	RGS21,LINC00439,C8orf74,WWOX,EDNRB,RP1L1,SPSB4
UP00017_2_Nkx3-1_secondary	1.0	1.0	1.0	6449.0	0.0	0.0	0.02	0.0	ANO1
MA0111.1.Spz1	1.0	1.0	18.0	6432.0	0.0	0.0	0.28	0.0	PAK7,TNR,CDS1,P4HA1,WDFY3,LOC339166,WWOX,NTM,TMEM33,LOC100270679,CSRP2BP
UP00106_1_Vax2_3500.1	1.0	1.0	1.0	6449.0	0.0	0.0	0.02	0.0	PPARGC1B
UP00051_1_Sox8_primary	1.0	1.0	6.0	6444.0	0.0	0.0	0.09	0.0	GABRB3,C10orf71
UP00257_1_Shox2_2641.2	1.0	1.0	0.0	6450.0	0.0	0.0	0.0	0.0	
UP00067_1_Lef1_primary	1.0	1.0	3.0	6447.0	0.0	0.0	0.05	0.0	SMOC2
MA0041.1.Foxd3	1.0	1.0	15.0	6435.0	0.0	0.0	0.23	0.0	ATP5L2,GRID1,TSHZ3,MGST2,CNTFR,A4GALT,SLC19A3
UP00406_2_Spdef_secondary	1.0	1.0	3.0	6447.0	0.0	0.0	0.05	0.0	NLGN4X
UP00004_1_Sox14_primary	1.0	1.0	3.0	6447.0	0.0	0.0	0.05	0.0	
UP00206_1_Hoxb7_3953.1	1.0	1.0	3.0	6447.0	0.0	0.0	0.05	0.0	PPARGC1B
UP00075_1_Sox15_primary	1.0	1.0	5.0	6445.0	0.0	0.0	0.08	0.0	GABRB3
UP00226_1_Mrg1_2246.2	1.0	1.0	7.0	6443.0	0.0	0.0	0.11	0.0	LOC100128946,XKR6,ADAMTS17
UP00023_1_Sox30_primary	1.0	1.0	5.0	6445.0	0.0	0.0	0.08	0.0	GORASP2,CYB5A,SLC34A2,ABRA,GAD1
