FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
MA0098.1.ETS1	1.34704676192e-88	0.0	202.0	6248.0	251.0	64249.0	3.13	0.39	BPTF,FKBP9L,DKFZp451B082,TUSC3,MC2R,LRRC3-AS1,CASP14,TMEM179,LOC158435,CYP4F2,SEMA4D,ATP2B3,PEBP4,CCDC102B,PARK2,TTYH2,SYT16,NUP210,LOC100128682,C20orf26,ARHGEF18,CLNK,CDH26,RPH3A,COL23A1,ABLIM2,ADAMTS20,MUC16,MIPOL1,TDP1,BMP2,GAREM,SYK,LYPD6B,SYT6,C10orf128,FAT3,FAT2,FREM1,L3MBTL4,FAM106CP,GLT1D1,LOC286370,MEP1B,NYAP2,ROBO2,DMD,IL10RA,CNTN4,CNTN5,ITIH5,LINC00320,OR1I1,GRM8,NR5A2,CAMTA1,GUCA2B,FAM135B,PRSS55,SDK1,SDK2,GFRA2,ASIC2,MAGEB6,KIAA0040,MYO5B,C14orf180,F11R,ABCG1,RBFOX3,LOC100144604,WDFY3,SLC22A3,ASCC3,CAHM,EFCAB6,VSTM2L,KMO,CSMD1,CTNND2,MIR4719,LOC145837,RGMB,RFPL4A,MECOM,RHBG,SMTNL2,KIF21B,NKD1,GRID2,CHRDL2,FRMPD2,MAPK8IP1,CDS1,METTL25,WWOX,C20orf197,MAGEB18,OR9G4,KRT16P2,CNTNAP2,NLRP11,DSCAM,F13A1,C1orf61,SOX5,FRG1,KCNK1,RAB38,PROP1,MTRNR2L1,LOC100129345,ADAMTS17,PDGFD,TTC34,HSPB8,GGT6,EBF2,FFAR2,PCDH9,AOAH,CACNG4,CWH43,CYP11B2,AOAH-IT1
MA0104.1.Mycn	4.67121451002e-122	0.0	288.0	6162.0	377.0	64123.0	4.47	0.58	SLC6A1,TGM3,BCOR,SLC6A5,MIR665,PCSK6,SFMBT2,MYL2,AJAP1,TMEM179,LIPT2,CACNA1I,LOC283177,GPR182,FAM173B,CACNA1E,PARK2,PSD3,C2orf54,LINC00523,JAKMIP1,OR8B12,SLC38A3,AQP1,WNK2,CDH23,CLNK,RAMP3,MTUS1,RBP3,KCNN2,LOC100506422,LOC100128946,LOC116437,OR1A1,OPCML,HCN1,RUNX3,GNG4,L3MBTL4,MAF,MYO5B,GRIP2,WNT7A,ELMO1,GHRHR,LOC100130264,SLC7A9,GABRG3,CELF4,CELF2,ANO2,SLC31A2,LAIR1,FLJ41278,TDRD12,LMO7,TMEM132C,TMEM132B,DNAI1,ABCC8,SLC6A1-AS1,LOC100190940,NAIF1,XDH,NR5A2,DIO3,TRPM6,MCTP2,NKAIN2,TECTA,SDK1,SDK2,THSD4,STAG1,KCNQ3,KCNQ1,CUX2,LOC401497,KRT71,CNTFR,FGF6,CHST3,ASIC2,LINC00617,ABCA13,RBFOX1,PSG2,ARG2,GNAZ,TMEM192,STK35,SLC22A3,LOC100131138,PAX1,FGF23,EHD3,SORCS1,JAZF1,OR1D4,CSMD1,ZNF835,ADAMTS17,ADAMTS16,KCNA6,POLN,ITIH2,COL2A1,NCAM1,LINC00663,RGMA,DLGAP2,GREB1,PGBD5,UNC79,PRIMA1,LINC00343,MYT1L,MGAT5B,ZIM2,C22orf34,EPB41L1,KRTAP5-7,GRID1,KRTAP5-8,FAM225A,ASGR2,RHOXF1,IGSF21,FRMPD2,TRIM60,TFF3,PDE10A,LOC401164,GRIK2,APOBEC3F,AGXT,LRRN1,AK4,SECISBP2L,HTR3E,NTM,HTR3C,WWOX,COBL,MYO16,PDE4D,PEG3,DTNA,CLIC6,CDH13,HS3ST4,MIR1204,TFF2,USP43,BEGAIN,KIAA0125,DSCAM,ZNF14,SMOC2,LINC00487,SMOC1,PNPLA4,PSG5,MIR4533,CREB3L3,RTDR1,GDF2,CMPK2,SHISA6,SCN2A,SLIT1,FSHR,C6orf222,MGAT4A,ESRRG,RTL1,PIGH,SLC24A3,LSM3,MIR5100,LINC00657,TCERG1L,TCP10,TNN,FLJ46257,SHANK2,LRP1B,NFIB,ASGR1,GRIN2B,LOC284260,RDH16,LOC150935,COL6A5
MA0004.1.Arnt	4.67121451002e-122	0.0	288.0	6162.0	377.0	64123.0	4.47	0.58	SLC6A1,TGM3,BCOR,SLC6A5,MIR665,PCSK6,SFMBT2,MYL2,AJAP1,TMEM179,LIPT2,CACNA1I,LOC283177,GPR182,FAM173B,CACNA1E,PARK2,PSD3,C2orf54,LINC00523,JAKMIP1,OR8B12,SLC38A3,AQP1,WNK2,CDH23,CLNK,RAMP3,MTUS1,RBP3,KCNN2,LOC100506422,LOC100128946,LOC116437,OR1A1,OPCML,HCN1,RUNX3,GNG4,L3MBTL4,MAF,MYO5B,GRIP2,WNT7A,ELMO1,GHRHR,LOC100130264,SLC7A9,GABRG3,CELF4,CELF2,ANO2,SLC31A2,LAIR1,FLJ41278,TDRD12,LMO7,TMEM132C,TMEM132B,DNAI1,ABCC8,SLC6A1-AS1,LOC100190940,NAIF1,XDH,NR5A2,DIO3,TRPM6,MCTP2,NKAIN2,TECTA,SDK1,SDK2,THSD4,STAG1,KCNQ3,KCNQ1,CUX2,LOC401497,KRT71,CNTFR,FGF6,CHST3,ASIC2,LINC00617,ABCA13,RBFOX1,PSG2,ARG2,GNAZ,TMEM192,STK35,SLC22A3,LOC100131138,PAX1,FGF23,EHD3,SORCS1,JAZF1,OR1D4,CSMD1,ZNF835,ADAMTS17,ADAMTS16,KCNA6,POLN,ITIH2,COL2A1,NCAM1,LINC00663,RGMA,DLGAP2,GREB1,PGBD5,UNC79,PRIMA1,LINC00343,MYT1L,MGAT5B,ZIM2,C22orf34,EPB41L1,KRTAP5-7,GRID1,KRTAP5-8,FAM225A,ASGR2,RHOXF1,IGSF21,FRMPD2,TRIM60,TFF3,PDE10A,LOC401164,GRIK2,APOBEC3F,AGXT,LRRN1,AK4,SECISBP2L,HTR3E,NTM,HTR3C,WWOX,COBL,MYO16,PDE4D,PEG3,DTNA,CLIC6,CDH13,HS3ST4,MIR1204,TFF2,USP43,BEGAIN,KIAA0125,DSCAM,ZNF14,SMOC2,LINC00487,SMOC1,PNPLA4,PSG5,MIR4533,CREB3L3,RTDR1,GDF2,CMPK2,SHISA6,SCN2A,SLIT1,FSHR,C6orf222,MGAT4A,ESRRG,RTL1,PIGH,SLC24A3,LSM3,MIR5100,LINC00657,TCERG1L,TCP10,TNN,FLJ46257,SHANK2,LRP1B,NFIB,ASGR1,GRIN2B,LOC284260,RDH16,LOC150935,COL6A5
MA0028.1.ELK1	9.9863914789e-20	0.0	32.0	6418.0	23.0	64477.0	0.5	0.04	MAGEB18,GLT1D1,MIR4719,MUC16,DKFZp451B082,PCDH9,CNTN5,PARK2,OR1I1,MAGEB6,CNTNAP2,CASP14,NR5A2,COL23A1,ABLIM2,CAHM,RGMB,TTYH2,WWOX
MA0006.1.Arnt::Ahr	4.82036252611e-115	0.0	323.0	6127.0	542.0	63958.0	5.01	0.84	TUSC3,SFMBT2,MYL3,MROH5,LOC158435,B3GAT1,SEMA4D,RANBP17,TAT,ANKRD30A,ZNF383,LOC283177,CACNA1B,FSTL5,NDST4,RORA,PARK2,NAV1,TSPEAR,MTMR7,SLC47A1,NUP210,AK8,SH2D1A,LOC100216479,MTM1,SNTG2,CRTAC1,MIR4278,LPL,PPP1R32,COL23A1,SH3BGR,LOC285972,FAT3,BMP7,ADCY5,CALN1,PTPN18,VCX2,CEP89,MIR548H3,NRXN3,RNF180,NRXN1,LINC00535,ZSCAN18,MAMLD1,CCR3,LOC284412,GFRA2,NETO1,HIGD2B,DYRK4,ENOX1,PRSS42,VSIG8,ADORA3,CELF4,SLC7A2,SPON1,GTF3C4,IQSEC1,TMEM132D,TMEM132B,XPO1,MIR4675,SLC9A7,APOB,SYT16,PLA2G4F,GRM7,PRSS55,PARP8,LOC100507377,GLT1D1,ASIC2,PAX7,GOLGA6B,FGF9,MIR4488,CHST1,GIMAP5,KCNH5,RPS6KA2,LINC00200,COL22A1,NWD1,CUX2,TTC33,ELOVL7,WDR37,MTTP,ZNF423,SLC22A2,SLC22A3,HES1,SCN5A,TCERG1L,ZNF333,DKFZp434J0226,MOB3B,CCR1,AKAP14,CSMD1,ZNF835,LOC100507384,DIO3OS,LRRC3B,LINC00424,DACT2,THSD7B,TP63,KIAA1958,GIMAP1-GIMAP5,RAD51AP1,CES5A,FICD,EFCAB6,MYT1L,PLA2G4D,EMR2,OR7E156P,CHEK2P2,RIMBP2,GRID2,ATP8A2,FIGNL2,SLC7A3,AGAP1,ARSG,LTF,KCNB1,C11orf87,IL2RB,SFRP1,C20orf203,GALNT13,B3GALNT1,TMPRSS6,GRIK2,RALYL,ATP1A1,WWOX,LINC00574,IYD,KCTD1,IL1RAPL2,KALRN,ERC2,ERICH1-AS1,PLCG2,PDE9A,IGFL2,SMOC2,ZNF16,SEMA6D,SOX5,ACER2,RGS22,CEBPA,SLC37A1,SHC2,BTD,NPAS3,KCNK2,ZNF252P,STPG2,OR8U8,TRIML2,CD300E,LOC286083,CNOT6,STK35,OTOP1,KCND3,DLGAP2,SPOCK3,SLC24A2,SS18,CPLX2,EBF2,NDEL1,SHANK2,CTNNA3,EHF,AOAH,SLC35F3,BNC2,CCDC170,SLC7A10,ZNF99,ZNF542,CACNG4,CACNG5
MA0130.1.ZNF354C	2.98293596232e-29	0.0	357.0	6093.0	1794.0	62706.0	5.53	2.78	TM2D3,PROM1,NRCAM,LOC100505875,ADAMTS20,GSC,P4HA1,MIR378D1,APCDD1,B3GAT1,SUN5,DKFZp451B082,OTUD7A,C6orf123,ABCG1,CACNA1B,CACNA1D,PARK2,POU6F2,DEFA4,NXPE4,GOT1,NUP210,NOL10,BMP7,JAKMIP1,RPP40,ZMYM4,AQP1,TPO,SNTG2,UNQ6494,NR2C2,RBP3,ABLIM1,MACROD2,COL23A1,OCA2,SNTG1,PROSER2,ROR2,TRAPPC9,SYT9,LRRC4C,PIRT,LOC339822,SYT1,EDIL3,LYPD6B,RBBP6,CLRN3,TLR2,TLR3,INADL,LOC284788,GFRA2,MYO5B,GRIP2,WNT7A,TMEM40,ITGA9,GHRHR,ADAMTS17,ACTL9,GAB4,DIO3OS,KHDRBS3,CYP4F22,MIR4475,FLJ41278,TMEM132D,NCKAP5,KIAA0922,CRADD,ZNF664-FAM101A,DNAI1,CYP11A1,COL2A1,C16orf82,LOC100652770,OR7A10,USP43,MAP10,RBM33,DLX4,TRPM6,GRM7,KCNIP1,PTPRN2,SDK1,TSHZ2,WWOX,KCNQ1,IGLL1,CUX2,ASIC2,F11R,DNAH3,PLA2G2F,DNAH6,DNAH9,GABRP,UBE2MP1,RGMA,MAOA,PDZD2,LINC00424,ANKS4B,CAHM,SNX20,GOSR1,ARPP21,C10orf118,C8orf34,SYN3,EFCAB6-AS1,LIPT2,DMRT1,NDEL1,MOB3B,CSMD1,STXBP5,CTNND2,CCR6,STXBP6,ITIH3,GADD45G,RGMB,LOC158376,HTRA3,NLRP5,SNX13,POLD3,FANCC,EFCAB6,RIMS4,PLA2G4D,VSIG4,SPATS1,BEND7,ICOS,ZNRF4,MTHFS,SEPHS1,ZNF80,FER1L6-AS1,MIR3680-2,PLA2G2D,TAPT1,MOB2,GABRB2,IL2RA,GLB1L3,MIR548H3,LOC401164,C4orf6,FAM69C,GRIK4,GALNT18,ADRB1,SECISBP2L,CNTNAP2,NTM,OR7A17,LOC100190940,RNF144A,COBL,LINC00574,CES5AP1,FER1L6,FGD5,CDH12,NEURL,CHGA,CNTN5,OR2S2,MAP2K3,PDE9A,PRSS2,CNTNAP5,MYOCD,RNF38,CIT,SMOC2,TCP10L2,LOC284661,TBC1D29,SLC37A1,GDF2,NPAS3,EVC2,FAM155A,DSCAM,DEFA6,SCN2A,ZFP42,TMEM132C,NOD2,ABCC8,SYNDIG1,CNOT6,PDE2A,KCNJ12,LYRM9,CDH23,MIR4689,ST3GAL6,CXorf28,PIEZO2,ZBTB9,SLC24A3,LSM3,OR2Z1,EBF4,TCERG1L,HES1,TRABD2B,PLA2G4F,ZNF804B,MIR3680-1,CORIN,BAI3,ECHDC3,DRD3,ANO2,TIA1,LOC148145,CDRT15L2,LOC150935,GPR133,TTR,CYP11B2,STXBP5L,C2orf42
UP00042_2_Gm397_secondary	8.46055752107e-23	0.0	75.0	6375.0	160.0	64340.0	1.16	0.25	MARCH11,IYD,SLC6A1,CD1B,CD1C,IL1RAPL2,ZNF704,EGFR,KIF26A,CRYAA,TENM1,OPCML,GPR137C,SEMA6D,PARK2,LOC154449,NEBL,CACNA1B,CCSER1,ALMS1P,DLGAP2,MYT1L,NMNAT3,SLC6A11,RP1L1,SLC35C2,ZNF423,PRSS55,SDK1,GRID1,ZNF542,CDH22,HTR3A,AGAP1,LUZP2,OCA2,CNTFR,TSPAN8,SHANK2,CST1,ADARB2,CST2,NPS,GPR133,GFRA2,MAF,PTPRN2,LINC00538,KCNV1
MA0018.2.CREB1	1.58160438104e-16	5.89528426076e-14	28.0	6422.0	23.0	64477.0	0.43	0.04	SLC6A8,TBX1,ADAMTS17,FLJ41278,SNORD115-15,XPO6,KRT82,GP1BB,KIF6,LOC400084,OTOP1,TPO,LOC100505817,SNORD115-21,LOC400655,COL23A1,SBK1,PNCK,LOC339822,RBFOX1,KCNT2
MA0056.1.MZF1_1-4	3.59441480551e-14	1.90647497789e-11	301.0	6149.0	1851.0	62649.0	4.67	2.87	ADAMTS17,FAM3B,MEG9,FLJ46300,SULF2,CPAMD8,CPZ,LOC285577,MIR650,CAV3,C18orf63,TMED11P,NALCN-AS1,CYMP,TPD52,CACNA1B,CCDC88C,NTRK2,PARK2,DLGAP2,TSPEAR,ZSWIM6,NAV2,RELN,GLP1R,MBNL2,NUP210,JAKMIP1,IARS,ENPP6,MTM1,C9orf24,RNU5D-1,ZG16,PRKAG2-AS1,MTUS2,ABLIM1,MACROD2,PROM1,GNPAT,DICER1,RNU5E-1,GPR26,OR4N2,LOC100128946,HSD17B3,ADCY1,SLC2A9,ROBO2,LINC00535,GNG4,GFRA1,MYCNOS,LOC728716,SDR39U1,CD1E,BCL11B,MIR4778,CELF4,CELF2,ANO2,SNORD115-18,TMEM132E,SNORD115-17,ZNF664-FAM101A,DOC2B,HAR1A,MAMLD1,AJAP1,RPH3AL,FIG4,FAM129A,LINC00701,MIR296,PTPRN2,SDK1,RTL1,LNX2,SH2D6,CACNA1I,HMP19,KCNK17,RFPL4A,KCNQ1,PAX5,CNGA1,CMA1,LOC388849,INHBA-AS1,GIMAP5,CHST3,CAPG,FRMD1,LOC100169752,ABCG1,PROK1,ACSM1,WDFY4,ZNF423,SPOCK2,EFCAB6,ECHDC3,RYR3,DSCAML1,FLJ42102,MTIF3,OXSR1,KIAA0947,LOC100129083,DACT2,THSD7B,SDK2,CPXM2,SERPINB11,GIMAP1-GIMAP5,HSPA12B,PRIMA1,FBXO25,STOX2,LIMD1,VGLL4,FGF14,GALNTL5,PTPRT,CECR2,GALNTL6,SERPINB3,LOC100288637,IL17B,GRID2,NREP-AS1,NUDT10,NREP,LTF,MIR665,CD8B,RAP1GAP2,LOC100506035,TRIM67,PROSER2,ZFYVE26,RAB11FIP4,LOC283143,ADAMTS9-AS2,SNX6,SECISBP2L,NXT1,NTM,LINC00475,WWOX,LINC00574,TGFB3,TSPAN8,MIR143HG,BCL11A,SBSPON,LOR,CNTNAP2,NLRP11,ZMAT4,LOC100507377,PRR9,LINC00348,PHACTR3,KLF14,HERC2P10,FAM155A,C9orf62,WNK2,TMEM132C,SLIT1,TECRL,USH1C,LINC00675,AACSP1,NBAS,CREB5,TMEM220-AS1,SPON2,ESRRG,CDH23,OR4M1,SLC24A4,MIR548A2,TFCP2L1,LOC284865,SLC37A1,PCDH9,AOAH,CHST15,OR11H2,EXOC8,PTPRE,PTPRD,SIGLEC8,GPR133,KANK1,SLC1A6,C9orf92
MA0076.1.ELK4	3.71933670347e-14	1.96748173309e-11	26.0	6424.0	26.0	64474.0	0.4	0.04	MAGEB18,PCDH9,MAGEB6,WWOX,CCDC102B,KMO,GLT1D1,CASP14,OR1I1,ITLN1,SYT16,NR5A2,TTYH2,TTC34,MUC16,EFHC1,CNTNAP2
