FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0506.1.NRF1	8.4562e-07	4.8124e-04	24	239	11368	384886	9.13%	2.87%	,LMF1,SNORA40,ISL1,EGFR,PAH,SOX1,AC108025.2,CACNA1B,PLEKHB2,CTD-2314G24.2,AC107057.2,ESRRG,C5ORF38,HOOK2,POU4F2,PCDHA1,PCDHA2,TJP1,PTF1A,RP11-188C12.3,COL4A4,SLC22A3,AC018865.8,SKOR2,FUT9
MA0780.1.PAX3	1.2230e-06	4.8124e-04	7	256	781	395473	2.66%	0.2%	FOXG1,PAX1
MA0732.1.EGR3	4.7272e-06	1.2401e-03	23	240	11714	384540	8.75%	2.96%	,MARCH11,PCDHA1,C5ORF38,SNORA40,C11ORF70,PTF1A,SLC32A1,SRRM4,UNC80,AQPEP,CHST8,PCDHA2,KCNT1,NRSN1,SOX1,VSTM2A,ELAVL2
MA0472.2.EGR2	9.6270e-06	1.8941e-03	18	245	8043	388211	6.84%	2.03%	,MARCH11,PCDHA1,HS3ST2,SNORA40,CHST8,PTF1A,SRRM4,UNC80,KCNT1,C11ORF70,PCDHA2,SOX1,C5ORF38
MA0162.2.EGR1	7.8326e-05	1.2329e-02	33	230	24197	372057	12.55%	6.11%	,MARCH11,BOK-AS1,ELAVL2,NRSN1,RP11-964E11.2,NKX2-8,BOK,LHFPL4,FBLL1,FAM155A,AQPEP,VSTM2A,SLC32A1,FAM135B,IRX2,ESRRG,C5ORF38,TRIM64C,C11ORF70,PHOX2A,TRIM67,PCDHA2,PCDHA1,BARHL2,PTF1A,UNC80,FOXG1,KCNT1,TRIM49B,RP11-173L6.1
MA0527.1.ZBTB33	1.3380e-04	1.4194e-02	10	253	3474	392780	3.8%	0.88%	NRG1,UGT8,RP11-129I19.2,AMER2,ADRA2C,CHST8,CTD-2314G24.2,ISL1,CRMP1,IRX2
UP00065_1_Zfp161_primary	1.3911e-04	1.4194e-02	12	251	4929	391325	4.56%	1.24%	,ESRRG,C5ORF38,SNORA40,HOOK2,PTF1A,SRRM4,NKX2-8,PLEKHB2,DPP6,KCNA7,FUT9
UP00003_1_E2F3_primary	1.4428e-04	1.4194e-02	10	253	3507	392747	3.8%	0.89%	,ISL1,POU4F2,DPP6,CTD-2314G24.2,NMNAT2,KCNA7,SOX1,FUT9
UP00007_1_Egr1_primary	4.2879e-04	3.7496e-02	20	243	12834	383420	7.6%	3.24%	MARCH11,PCDHA2,RP11-124O11.1,C5ORF38,ELAVL2,CHST8,ATP8A2,VSTM2A,UNC80,KCNT1,AQPEP,C11ORF70,PCDHA1,PAH,SOX1,SKOR2
MA0632.1.Tcfl5	5.9229e-04	4.6613e-02	9	254	3460	392794	3.42%	0.87%	C5ORF38,PTF1A,AMER2,SNAP91,POU4F2,RP11-707M1.1,EYA2,DPP6,IRX2
UP00001_1_E2F2_primary	7.5463e-04	5.0191e-02	9	254	3582	392672	3.42%	0.9%	,ISL1,POU4F2,DPP6,CTD-2314G24.2,NMNAT2,KCNA7,FUT9
MA0131.2.HINFP	7.6530e-04	5.0191e-02	12	251	5977	390277	4.56%	1.51%	KCNH5,,BARHL2,RP11-450H6.3,CELF4,KCNT1,AQPEP,LINC00404,FAM155A-IT1,HMCN2,MARCH11,AC107057.2,AC108025.2
MA0600.2.RFX2	1.1281e-03	6.8291e-02	6	257	1718	394536	2.28%	0.43%	C11ORF70,AMER2,AVPR1A
MA0799.1.RFX4	1.5448e-03	8.6840e-02	6	257	1829	394425	2.28%	0.46%	C11ORF70,AMER2,AVPR1A
MA0798.1.RFX3	1.6663e-03	8.7427e-02	6	257	1857	394397	2.28%	0.47%	C11ORF70,AMER2,AVPR1A
MA0138.2.REST	2.1683e-03	1.0338e-01	12	251	6774	389480	4.56%	1.71%	C18ORF42,GRP,ATP8A2,RP11-1263C18.1,KCTD8,ROBO1,HECW1,CARTPT,LRFN5,LINC00485,DPP6,GPR6
MA0003.3.TFAP2A	2.2331e-03	1.0338e-01	15	248	9637	386617	5.7%	2.43%	SLC6A3,,ESRRG,ELAVL2,CELF4,AQPEP,SUSD5,AC018641.7,SLC22A3,PHOX2A,MARCH11,IRX2
MA0680.1.PAX7	2.4623e-03	1.0766e-01	4	259	830	395424	1.52%	0.21%	PAX1
MA0822.1.HES7	2.7018e-03	1.1055e-01	7	256	2756	393498	2.66%	0.7%	PCDHA2,PCDHA1,C5ORF38,PTF1A,SHE,RP11-707M1.1,EYA2
UP00088_1_Plagl1_primary	2.8093e-03	1.1055e-01	12	251	6996	389258	4.56%	1.77%	,RP1-167F1.2,C5ORF38,ELAVL2,ATP8A2,UNC80,SHISA6,COL4A4,GAD2,IRX2
MA0875.1.BARX1	3.9746e-03	1.4895e-01	5	258	1543	394711	1.9%	0.39%	GPR158-AS1,FOXG1,GPR158,RP4-749H3.1
MA0063.1.Nkx2-5	8.0707e-03	2.8742e-01	4	259	1167	395087	1.52%	0.29%	GPR158-AS1,FOXG1,GPR158
UP00263_1_Hoxb8_3780.2	8.4318e-03	2.8742e-01	5	258	1854	394400	1.9%	0.47%	GPR158-AS1,FOXG1,GPR158,NKX2-1-AS1,PHKBP2
MA0510.2.RFX5	8.7649e-03	2.8742e-01	5	258	1872	394382	1.9%	0.47%	C11ORF70,AMER2
MA0470.1.E2F4	1.0528e-02	3.2402e-01	15	248	11474	384780	5.7%	2.9%	PCDH8,PLD5,DRD5,SLC2A9,INTS12,ATP8A2,RP11-173L6.1,SLC32A1,CELF4,FAM155A,CHST8,FAT1,SOX1,SLC6A3
UP00099_1_Ascl2_primary	1.0704e-02	3.2402e-01	12	251	8341	387913	4.56%	2.1%	C5ORF38,ISL1,TRIM64C,KCNK2,SHE,TRIM49B,PAH,RP11-707M1.1,IRX2,CTD-2314G24.2,EYA2
MA0767.1.GCM2	1.6655e-02	4.8138e-01	6	257	3032	393222	2.28%	0.77%	PCDH8,AVPR1A,SHISA6,NMNAT2,ZYG11A,AC107057.2,AC108025.2
UP00028_1_Tcfap2e_primary	1.7453e-02	4.8138e-01	10	253	6859	389395	3.8%	1.73%	,MARCH11,ESRRG,SLC6A3,FOXQ1,CELF4,SUSD5,AC018641.7
UP00164_1_Hoxa7_2668.2	1.7738e-02	4.8138e-01	4	259	1479	394775	1.52%	0.37%	GPR158-AS1,FOXG1,GPR158
UP00002_1_Sp4_primary	1.9590e-02	5.1390e-01	18	245	15817	380437	6.84%	3.99%	AC009166.5,BOK-AS1,SLC2A9,VSTM2A,DRD5,UNC80,RP11-56P9.10,TBX18,AQPEP,C11ORF70,C5ORF38,BOK,PAH,IRX2
MA0060.2.NFYA	2.1029e-02	5.3388e-01	6	257	3200	393054	2.28%	0.81%	PTF1A,ISL1,CTD-2314G24.2,SALL3,RP11-849I19.1
MA0502.1.NFYB	2.5800e-02	6.3452e-01	6	257	3358	392896	2.28%	0.85%	PTF1A,ISL1,CTD-2314G24.2,SALL3,RP11-849I19.1
UP00163_1_En2_0952.1	2.7101e-02	6.4632e-01	3	260	963	395291	1.14%	0.24%	FOXG1
MA0146.2.Zfx	2.9578e-02	6.8464e-01	18	245	16594	379660	6.84%	4.19%	SLC6A3,PLD5,VSTM2A,GRM5-AS1,SLC2A9,PTF1A,RP11-1263C18.1,DRD5,KCNK12,THEGL,ADRA2C,POU4F2,SGCZ,SALL3,GLDCP1,GRM5,SKOR2,SLC22A3
MA0048.2.NHLH1	3.1592e-02	7.1038e-01	9	254	6518	389736	3.42%	1.64%	C5ORF38,ISL1,RP1-79C4.1,SGCZ,CTD-2314G24.2,PRRX1,PAH,IRX2
MA0821.1.HES5	3.4575e-02	7.3595e-01	6	257	3604	392650	2.28%	0.91%	C5ORF38,PTF1A,BARHL2,RP11-707M1.1,CA10,EYA2
MA0499.1.Myod1	3.4600e-02	7.3595e-01	12	251	9908	386346	4.56%	2.5%	C5ORF38,SLC2A9,ISL1,DRD5,KCNK2,RP1-79C4.1,CTD-2314G24.2,PRRX1,RP11-707M1.1,IRX2
MA0509.1.Rfx1	3.6342e-02	7.3930e-01	5	258	2720	393534	1.9%	0.69%	C11ORF70,AMER2
MA0740.1.KLF14	3.6636e-02	7.3930e-01	14	249	12288	383966	5.32%	3.1%	PCDHA2,PCDHA1,BOK-AS1,SLC2A9,CHST8,ISL1,DRD5,C11ORF70,C5ORF38,BOK,SHE,CTD-2314G24.2,SKOR2,IRX2
UP00151_1_Barx2_3447.2	4.0147e-02	7.8044e-01	3	260	1127	395127	1.14%	0.28%	FOXG1
UP00010_1_Tcfap2b_primary	4.0658e-02	7.8044e-01	9	254	6836	389418	3.42%	1.73%	FOXQ1,SLC32A1,LHFPL4,PAH,RP11-429J17.7,GAD2
MA0733.1.EGR4	4.1722e-02	7.8178e-01	11	252	9074	387180	4.18%	2.29%	C5ORF38,SNORA40,C11ORF70,PTF1A,SRRM4,UNC80,CHST8,SOX1
MA0844.1.XBP1	4.4235e-02	8.0961e-01	5	258	2875	393379	1.9%	0.73%	TACC2,PAX1
UP00070_1_Gcm1_primary	4.8282e-02	8.4772e-01	5	258	2948	393306	1.9%	0.74%	PCDH8,AVPR1A,SHISA6,NMNAT2,AC107057.2,AC108025.2
MA0504.1.NR2C2	4.8472e-02	8.4772e-01	10	253	8181	388073	3.8%	2.06%	MARCH11,C18ORF42,AC005152.2,FAM155A,AQPEP,SLC18A3,CNGA3,CHAT,PRRX1,AC092675.3
MA0683.1.POU4F2	5.3875e-02	9.2173e-01	4	259	2116	394138	1.52%	0.53%	SALL3,KCNK2,RP11-849I19.1
MA0079.3.SP1	5.6462e-02	9.4544e-01	26	237	28166	368088	9.89%	7.11%	MARCH11,BOK-AS1,VSTM2A,CELF4,EGFR,BOK,LHFPL4,KCNA7,C18ORF42,RP11-56P9.10,AQPEP,DLGAP1,IRX2,AC009166.5,C5ORF38,C11ORF70,PCDHA2,PCDHA1,GPR6,SLC2A9,PTF1A,DRD5,UNC80,KCNT1,FAT1
MA0516.1.SP2	5.8470e-02	9.5867e-01	26	237	28270	367984	9.89%	7.13%	,BOK-AS1,VSTM2A,CELF4,LHFPL4,BOK,FAM155A-IT1,RP11-56P9.10,AQPEP,IRX2,AC009166.5,C5ORF38,C11ORF70,TRIM67,PCDHA2,PCDHA1,GPR6,SLC2A9,PTF1A,DRD5,UNC80,KCNT1,SKOR2
MA0811.1.TFAP2B	6.2778e-02	1.0000e+00	9	254	7449	388805	3.42%	1.88%	FOXQ1,RP11-429J17.7,RP11-964E11.2,AQPEP,COL4A4,LHFPL4,PAX9,SLC32A1,GAD2
MA0471.1.E2F6	6.3863e-02	1.0000e+00	14	249	13352	382902	5.32%	3.37%	SLC6A3,PLD5,DRD5,SLC2A9,NRG1,ATP8A2,PTF1A,TEKT3,ASCL1,AC136932.2,FAM155A,RP11-188C12.3,LINC00273,CRMP1,CACNA1B
MA0666.1.MSX1	8.1029e-02	1.0000e+00	3	260	1514	394740	1.14%	0.38%	GPR158-AS1,CTD-2194D22.2,GPR158,RP4-749H3.1,IRX4
UP00218_1_Dbx2_3487.1	9.8818e-02	1.0000e+00	3	260	1653	394601	1.14%	0.42%	FOXG1
MA0708.1.MSX2	1.0434e-01	1.0000e+00	3	260	1694	394560	1.14%	0.43%	GPR158-AS1,CTD-2194D22.2,GPR158,RP4-749H3.1,IRX4
MA0709.1.Msx3	1.0434e-01	1.0000e+00	3	260	1694	394560	1.14%	0.43%	GPR158-AS1,CTD-2194D22.2,GPR158,RP4-749H3.1,IRX4
UP00225_1_Hlx1_2350.1	1.0502e-01	1.0000e+00	3	260	1699	394555	1.14%	0.43%	FOXG1
MA0787.1.POU3F2	1.1524e-01	1.0000e+00	4	259	2777	393477	1.52%	0.7%	ISL1,C5ORF38,CTD-2314G24.2,IRX2
MA0786.1.POU3F1	1.1711e-01	1.0000e+00	4	259	2794	393460	1.52%	0.71%	ISL1,C5ORF38,CTD-2314G24.2,IRX2
UP00200_1_Nkx6-1_2825.1	1.1845e-01	1.0000e+00	3	260	1795	394459	1.14%	0.45%	FOXG1
UP00238_1_Nkx6-3_3446.1	1.1902e-01	1.0000e+00	3	260	1799	394455	1.14%	0.45%	FOXG1
MA0524.2.TFAP2C	1.1946e-01	1.0000e+00	8	255	7355	388899	3.04%	1.86%	FOXQ1,RP11-429J17.7,RP11-964E11.2,AQPEP,LHFPL4,PAX9,SLC32A1,GAD2
UP00097_1_Mtf1_primary	1.2116e-01	1.0000e+00	5	258	3911	392343	1.9%	0.99%	ESRRG,GRM5-AS1,BARHL2,RP11-129I19.2,DLGAP1,GRM5,IRX2
UP00197_1_Hoxc9_2367.2	1.2118e-01	1.0000e+00	3	260	1814	394440	1.14%	0.46%	RP11-450H6.3,GPR158-AS1,GPR158,LINC00404
UP00094_1_Zfp128_primary	1.2442e-01	1.0000e+00	2	261	915	395339	0.76%	0.23%	CSMD2,NR1H2,KCNC3
MA1099.1.Hes1	1.2899e-01	1.0000e+00	6	257	5131	391123	2.28%	1.29%	BARHL2,HOOK2,PTF1A,TACSTD2,RP11-707M1.1,EYA2
MA0259.1.ARNT::HIF1A	1.3958e-01	1.0000e+00	4	259	2990	393264	1.52%	0.75%	PAH,RP11-707M1.1,SHE,EYA2
MA0069.1.Pax6	1.5092e-01	1.0000e+00	3	260	2012	394242	1.14%	0.51%	FAT1,SOX1,XXBAC-BPGBPG55C20.1
MA0703.1.LMX1B	1.5416e-01	1.0000e+00	2	261	1047	395207	0.76%	0.26%	GPR158-AS1,GPR158,NKX2-1-AS1,PHKBP2
MA0741.1.KLF16	1.5495e-01	1.0000e+00	17	246	19499	376755	6.46%	4.92%	PCDHA2,AQPEP,AC009166.5,BOK-AS1,SNORA40,CHST8,PTF1A,CELF4,SLC2A9,RP11-56P9.10,PCDHA1,NKX1-1,C11ORF70,C5ORF38,BOK,VSTM2A,LHFPL4,IRX2,SKOR2,DRD5
MA0791.1.POU4F3	1.6949e-01	1.0000e+00	3	260	2129	394125	1.14%	0.54%	SALL3,RP11-849I19.1
MA0112.3.ESR1	1.7075e-01	1.0000e+00	4	259	3242	393012	1.52%	0.82%	LINC00273,FBLL1,C5ORF38,AC136932.2,DPP6
MA0638.1.CREB3	1.7851e-01	1.0000e+00	4	259	3302	392952	1.52%	0.83%	PAX1
MA0615.1.Gmeb1	1.7987e-01	1.0000e+00	2	261	1157	395097	0.76%	0.29%	CSMD2,PTF1A,SNORA40
MA0887.1.EVX1	1.8485e-01	1.0000e+00	2	261	1178	395076	0.76%	0.3%	LINC00404,RP11-450H6.3
MA0521.1.Tcf12	1.9001e-01	1.0000e+00	9	254	9584	386670	3.42%	2.42%	C5ORF38,ISL1,KCNK2,RP1-79C4.1,CTD-2314G24.2,PRRX1,RP11-707M1.1,IRX2
MA0135.1.Lhx3	1.9317e-01	1.0000e+00	3	260	2273	393981	1.14%	0.57%	FOXG1
MA0014.2.PAX5	1.9642e-01	1.0000e+00	6	257	5857	390397	2.28%	1.48%	GPR6,FAT1,SHE,UNC80
UP00220_1_Nkx1-1_3856.3	1.9990e-01	1.0000e+00	2	261	1241	395013	0.76%	0.31%	ISL1,CTD-2314G24.2
MA0823.1.HEY1	2.0155e-01	1.0000e+00	5	258	4675	391579	1.9%	1.18%	PTF1A,RP11-707M1.1,EYA2,BARHL2,SHE
MA0649.1.HEY2	2.0270e-01	1.0000e+00	5	258	4685	391569	1.9%	1.18%	PTF1A,RP11-707M1.1,EYA2,BARHL2,SHE
MA0067.1.Pax2	2.0409e-01	1.0000e+00	4	259	3494	392760	1.52%	0.88%	FBLL1,PAX1
MA0601.1.Arid3b	2.0514e-01	1.0000e+00	3	260	2344	393910	1.14%	0.59%	FOXG1
MA0636.1.BHLHE41	2.0548e-01	1.0000e+00	3	260	2346	393908	1.14%	0.59%	RP11-707M1.1,SHE,EYA2
MA0790.1.POU4F1	2.0769e-01	1.0000e+00	3	260	2359	393895	1.14%	0.6%	SALL3,RP11-849I19.1
MA0627.1.Pou2f3	2.1042e-01	1.0000e+00	3	260	2375	393879	1.14%	0.6%	DLGAP1,C5ORF38,IRX2
MA0746.1.SP3	2.1093e-01	1.0000e+00	17	246	20592	375662	6.46%	5.2%	PCDHA2,AQPEP,AC009166.5,C5ORF38,SLC2A9,CHST8,IRX2,RP11-429J17.7,CELF4,RP11-56P9.10,NKX1-1,C11ORF70,PCDHA1,VSTM2A,LHFPL4,ZYG11A,SKOR2,DRD5
MA0591.1.Bach1::Mafk	2.1179e-01	1.0000e+00	5	258	4763	391491	1.9%	1.2%	KCNT1,SALL3,GAD2,CA10
MA0646.1.GCM1	2.1769e-01	1.0000e+00	4	259	3593	392661	1.52%	0.91%	NMNAT2,PCDH8,SHISA6,AVPR1A
UP00087_1_Tcfap2c_primary	2.1877e-01	1.0000e+00	6	257	6074	390180	2.28%	1.53%	FOXQ1,SUSD5,CELF4,AC018641.7
UP00179_1_Pou2f3_3986.2	2.2158e-01	1.0000e+00	3	260	2440	393814	1.14%	0.62%	DLGAP1,C5ORF38,IRX2
MA0694.1.ZBTB7B	2.2411e-01	1.0000e+00	5	258	4867	391387	1.9%	1.23%	IRX2,DRD5,FBLL1,SLC2A9,TMEM179
MA0155.1.INSM1	2.2665e-01	1.0000e+00	8	255	8731	387523	3.04%	2.2%	MARCH11,SNORA40,TBX18,PTF1A,FAM155A,AC005152.2,CNGA3,NMNAT2,AC092675.3,COL4A4
MA0500.1.Myog	2.2772e-01	1.0000e+00	9	254	10058	386196	3.42%	2.54%	C5ORF38,ISL1,KCNK2,RP1-79C4.1,CTD-2314G24.2,PRRX1,RP11-707M1.1,IRX2
UP00110_1_Dlx4_3488.2	2.3209e-01	1.0000e+00	2	261	1374	394880	0.76%	0.35%	GPR158-AS1,GPR158,NKX2-1-AS1,PHKBP2
UP00191_1_Pou2f2_3748.1	2.3653e-01	1.0000e+00	3	260	2526	393728	1.14%	0.64%	DLGAP1,C5ORF38,IRX2
MA0642.1.EN2	2.3696e-01	1.0000e+00	2	261	1394	394860	0.76%	0.35%	IRX4,RP4-749H3.1,CTD-2194D22.2
MA0696.1.ZIC1	2.3780e-01	1.0000e+00	8	255	8856	387398	3.04%	2.23%	GAD2,KCNC3,ISL1,CELF4,EGFR,RP11-56P9.10,SHE,CTD-2314G24.2,VSTM2A,NR1H2
UP00215_1_Vax1_3499.1	2.3818e-01	1.0000e+00	2	261	1399	394855	0.76%	0.35%	LINC00404,RP11-450H6.3
UP00057_1_Zic2_primary	2.4824e-01	1.0000e+00	6	257	6349	389905	2.28%	1.6%	,CELF4,NKX1-1,SALL3,TBX18,SKOR2
MA0880.1.Dlx3	2.5185e-01	1.0000e+00	2	261	1455	394799	0.76%	0.37%	GPR158-AS1,CTD-2194D22.2,GPR158,IRX4
MA0819.1.CLOCK	2.5429e-01	1.0000e+00	3	260	2627	393627	1.14%	0.66%	RP11-707M1.1,EYA2,CA10
MA0634.1.ALX3	2.6628e-01	1.0000e+00	2	261	1514	394740	0.76%	0.38%	NKX2-1-AS1,CTD-2194D22.2,IRX4,PHKBP2
UP00036_1_Myf6_primary	2.8034e-01	1.0000e+00	5	258	5323	390931	1.9%	1.34%	ISL1,C5ORF38,CTD-2314G24.2,IRX2
MA0672.1.NKX2-3	2.8225e-01	1.0000e+00	3	260	2784	393470	1.14%	0.7%	RP11-692C23.1,PTF1A,FAT1,C5ORF38,SNORA40
MA0876.1.BSX	2.8681e-01	1.0000e+00	2	261	1598	394656	0.76%	0.4%	GPR158-AS1,CTD-2194D22.2,GPR158,IRX4
MA0877.1.Barhl1	2.9047e-01	1.0000e+00	2	261	1613	394641	0.76%	0.41%	GPR158-AS1,GPR158,RP4-749H3.1
UP00076_1_Rfxdc2_primary	2.9104e-01	1.0000e+00	3	260	2833	393421	1.14%	0.71%	TEKT3,AC018641.7,FAM135B
UP00086_1_Irf3_primary	2.9516e-01	1.0000e+00	4	259	4132	392122	1.52%	1.04%	TEKT3,PLEKHB2,LMX1A,AC018865.8
MA0737.1.GLIS3	3.0848e-01	1.0000e+00	4	259	4222	392032	1.52%	1.07%	MARCH11,ANKRD30BL,RP11-56P9.10
MA0706.1.MEOX2	3.1019e-01	1.0000e+00	2	261	1694	394560	0.76%	0.43%	LINC00404,RP11-450H6.3
MA0881.1.Dlx4	3.1117e-01	1.0000e+00	2	261	1698	394556	0.76%	0.43%	GPR158-AS1,CTD-2194D22.2,GPR158,IRX4
MA0770.1.HSF2	3.1137e-01	1.0000e+00	3	260	2946	393308	1.14%	0.74%	NKX2-1-AS1,TACC2,LMX1A,PHKBP2
MA0901.1.HOXB13	3.1407e-01	1.0000e+00	3	260	2961	393293	1.14%	0.75%	PTF1A,ESRRG,SNORA40
UP00109_1_Obox6_3440.2	3.1456e-01	1.0000e+00	2	261	1712	394542	0.76%	0.43%	AMER2
MA0744.1.SCRT2	3.2542e-01	1.0000e+00	3	260	3024	393230	1.14%	0.76%	GPR158-AS1,GPR158,GAD2,DLGAP1
MA0885.1.Dlx2	3.2570e-01	1.0000e+00	2	261	1758	394496	0.76%	0.44%	GPR158-AS1,GPR158,RP4-749H3.1
MA0816.1.Ascl2	3.4719e-01	1.0000e+00	5	258	5842	390412	1.9%	1.47%	ISL1,C5ORF38,CTD-2314G24.2,IRX2
UP00005_1_Tcfap2a_primary	3.5736e-01	1.0000e+00	5	258	5920	390334	1.9%	1.49%	FOXQ1,GLDCP1,SUSD5,THEGL,AC018641.7
MA0862.1.GMEB2	3.6252e-01	1.0000e+00	1	262	677	395577	0.38%	0.17%	TACC2
MA0707.1.MNX1	3.6402e-01	1.0000e+00	2	261	1918	394336	0.76%	0.48%	GPR158-AS1,GPR158,NKX2-1-AS1,PHKBP2
MA0027.2.EN1	3.8500e-01	1.0000e+00	1	262	731	395523	0.38%	0.18%	RP4-749H3.1
MA0105.4.NFKB1	3.8772e-01	1.0000e+00	3	260	3371	392883	1.14%	0.85%	MARCH11,DPP6
MA0108.2.TBP	3.9106e-01	1.0000e+00	2	261	2033	394221	0.76%	0.51%	ESRRG
MA0833.1.ATF4	4.3319e-01	1.0000e+00	2	261	2217	394037	0.76%	0.56%	KCNA7,TACC2
MA0663.1.MLX	4.4371e-01	1.0000e+00	2	261	2264	393990	0.76%	0.57%	RP11-707M1.1,EYA2
MA0464.2.BHLHE40	4.5270e-01	1.0000e+00	3	260	3742	392512	1.14%	0.94%	RP11-707M1.1,SHE,EYA2
MA0660.1.MEF2B	4.5279e-01	1.0000e+00	2	261	2305	393949	0.76%	0.58%	ESRRG
UP00251_1_Esx1_3124.2	4.5581e-01	1.0000e+00	1	262	915	395339	0.38%	0.23%	NKX2-1-AS1,PHKBP2
UP00102_1_Zic1_primary	4.6219e-01	1.0000e+00	5	258	6728	389526	1.9%	1.7%	NKX1-1,,SKOR2,SALL3,TBX18
MA0914.1.ISL2	4.6463e-01	1.0000e+00	2	261	2359	393895	0.76%	0.6%	GPR158-AS1,GPR158,RP4-749H3.1
MA0739.1.Hic1	4.6631e-01	1.0000e+00	4	259	5288	390966	1.52%	1.33%	PCDHA2,PCDHA1,SLC2A9,DRD5,RP11-227F19.2,RP11-227F19.1
MA0467.1.Crx	4.6745e-01	1.0000e+00	2	261	2372	393882	0.76%	0.6%	AMER2
MA0639.1.DBP	4.6798e-01	1.0000e+00	1	262	949	395305	0.38%	0.24%	TACC2
MA0692.1.TFEB	4.7093e-01	1.0000e+00	3	260	3849	392405	1.14%	0.97%	,RP11-707M1.1,EYA2
MA0697.1.ZIC3	4.7268e-01	1.0000e+00	6	257	8292	387962	2.28%	2.09%	GAD2,EGFR,RP11-56P9.10,SHE,RP11-124O11.1,RP11-227F19.2,RP11-227F19.1
MA0611.1.Dux	4.7416e-01	1.0000e+00	2	261	2403	393851	0.76%	0.61%	CSMD2,PTF1A
UP00221_1_Phox2a_3947.1	4.7884e-01	1.0000e+00	1	262	980	395274	0.38%	0.25%	NKX2-1-AS1,PHKBP2
UP00035_1_Hic1_primary	4.8238e-01	1.0000e+00	3	260	3917	392337	1.14%	0.99%	PCDHA2,DRD5,SLC2A9,PCDHA1
UP00056_1_Rfx4_primary	4.8273e-01	1.0000e+00	2	261	2443	393811	0.76%	0.62%	TEKT3,FAM135B
MA0616.1.Hes2	4.8672e-01	1.0000e+00	3	260	3943	392311	1.14%	1.0%	RP11-707M1.1,SHE,EYA2
MA0704.1.Lhx4	4.8880e-01	1.0000e+00	1	262	1009	395245	0.38%	0.25%	NKX2-1-AS1,PHKBP2
UP00047_1_Zbtb7b_primary	4.9165e-01	1.0000e+00	2	261	2485	393769	0.76%	0.63%	C5ORF38,IRX2
UP00050_1_Bhlhb2_primary	4.9375e-01	1.0000e+00	2	261	2495	393759	0.76%	0.63%	RP11-707M1.1,SHE
MA0664.1.MLXIPL	4.9627e-01	1.0000e+00	2	261	2507	393747	0.76%	0.63%	RP11-707M1.1,EYA2
MA0789.1.POU3F4	5.0109e-01	1.0000e+00	2	261	2530	393724	0.76%	0.64%	C5ORF38,IRX2
UP00084_1_Gmeb1_primary	5.0156e-01	1.0000e+00	1	262	1047	395207	0.38%	0.26%	CSMD2
MA0751.1.ZIC4	5.0299e-01	1.0000e+00	6	257	8558	387696	2.28%	2.16%	VSTM2A,CELF4,EGFR,RP11-56P9.10,SHE,GAD2
UP00132_1_Evx2_2645.3	5.0420e-01	1.0000e+00	1	262	1055	395199	0.38%	0.27%	RP4-749H3.1
MA0139.1.CTCF	5.0941e-01	1.0000e+00	6	257	8615	387639	2.28%	2.17%	PAH,KCNA7,SLC32A1,FOXQ1
MA0647.1.GRHL1	5.1205e-01	1.0000e+00	1	262	1079	395175	0.38%	0.27%	EPB41L4A
MA0773.1.MEF2D	5.1759e-01	1.0000e+00	2	261	2610	393644	0.76%	0.66%	ESRRG
UP00068_1_Eomes_primary	5.1800e-01	1.0000e+00	2	261	2612	393642	0.76%	0.66%	FAT1,RP11-227F19.2,RP11-227F19.1
MA0145.3.TFCP2	5.1850e-01	1.0000e+00	1	262	1099	395155	0.38%	0.28%	EPB41L4A
MA0785.1.POU2F1	5.2064e-01	1.0000e+00	2	261	2625	393629	0.76%	0.66%	C5ORF38,IRX2
UP00261_1_Lhx4_1719.2	5.2329e-01	1.0000e+00	1	262	1114	395140	0.38%	0.28%	RP4-749H3.1
MA0258.2.ESR2	5.2541e-01	1.0000e+00	4	259	5708	390546	1.52%	1.44%	SNORA40,PTF1A,KCTD8,AC136932.2,SSTR1,LINC00273
UP00181_1_Barx1_2877.1	5.2645e-01	1.0000e+00	1	262	1124	395130	0.38%	0.28%	RP4-749H3.1
