FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00079_1_Esrra_primary	1.0	1.0	2.0	3608.0	0.0	0.0	0.06	0.0	RGPD5,BTBD11,TTL
UP00000_2_Smad3_secondary	1.0	1.0	8.0	3602.0	0.0	0.0	0.22	0.0	ELN,CCDC68,MFHAS1,ADAMTS10,ABCB10,BICC1
MA0163.1.PLAG1	1.0	1.0	16.0	3594.0	0.0	0.0	0.44	0.0	TAF1B,MATN2,GRHL1,NUP98,CHTOP,SIDT1,DAND5,PEPD,DOCK1,CAPN2,RAD51B,DDX11,DGKB,NFIX,OSBP,CCL24
MA0152.1.NFATC2	1.0	1.0	30.0	3580.0	0.0	0.0	0.83	0.0	WNT3A,FOXP1,TCHP,VIMP,TENM4,XYLT1,THRA,NEK10,CPPED1,PHOSPHO2-KLHL23,FAM149A,ADAR,SNRPA1,GRAMD3,C7orf10,PARP4,IL6R,HIST1H3A,KIAA1211L,ALS2CL,HIST1H1A,UBR4,CHST11,IL19,IL10,CCDC81,EMX2OS,MED13L,LOC100132146,GATAD2A,PROC
UP00228_1_Bapx1_2343.1	1.0	1.0	3.0	3607.0	0.0	0.0	0.08	0.0	TNS1,AUTS2,CALN1
MA0137.1.STAT1	1.0	1.0	2.0	3608.0	0.0	0.0	0.06	0.0	PPFIA1
UP00104_1_Hmx1_3423.1	1.0	1.0	3.0	3607.0	0.0	0.0	0.08	0.0	ACSL3,CALN1,GNAI1
MA0078.1.Sox17	1.0	1.0	8.0	3602.0	0.0	0.0	0.22	0.0	MIR548F5,HK2,GNG7,ARL15,FAM105B,FAM105A,RNF152,PIK3R3,SLC46A1
UP00040_2_Irf5_secondary	1.0	1.0	3.0	3607.0	0.0	0.0	0.08	0.0	C16orf70,BMS1P4
MA0055.1.Myf	1.0	1.0	20.0	3590.0	0.0	0.0	0.55	0.0	SMIM12,CCDC66,ADD2,VAPA,OSBPL1A,DNM1,ADHFE1,TXNDC2,WWC2,FAM110C,JAK3,DNMBP,CDC42BPA,AQP1,LLGL2,GJA4,TNFRSF10B,TMEM190,PTPRM,FAM5B,ASAP1
MA0156.1.FEV	1.0	1.0	8.0	3602.0	0.0	0.0	0.22	0.0	UNC5C,KCNMA1,ADAMTS14,TIAL1,PID1,PTPRJ,DENND5B
UP00017_2_Nkx3-1_secondary	1.0	1.0	2.0	3608.0	0.0	0.0	0.06	0.0	TENM2,TOP3B
MA0111.1.Spz1	1.0	1.0	30.0	3580.0	0.0	0.0	0.83	0.0	IQGAP1,UBE2D2,PRKAA1,PDS5B,CDRT4,CYB5B,NAALADL2,TXN,ADIPOR2,BCL2L10,TBC1D5,TVP23C-CDRT4,MAPK6,MTO1,SGTB,CHM,ZNF823,SH2B3,C11orf85,USP34,TGFBRAP1,MRPS27,MIR3134,ZNF833P,RABGAP1L,DNAJC3,TERF2,UBTD1,CYLD,C9orf152,LRCH3,BATF2,ZNF774,TBC1D10A
