FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
MA0098.1.ETS1	5.56155890825e-26	0.0	80.0	3530.0	158.0	35942.0	2.22	0.44	LOC388906,LOC100188947,SYMPK,FBXO17,IFNAR1,DAB1,SAMD11,HDAC9,FAM110C,C14orf159,PTBP2,METTL17,WDR7,NPR1,RNASE2,CLCN5,ANXA11,LOC100130417,RAB44,NMBR,RPS7P5,INTS3,HMGN4,G6PC2,POLR1D,IFNGR2,DENND4C,DUSP22,FBLN1,PPP1R9A,PRSS38,ANKRD27,ABCB11,ETV1,GJA3,HLCS,GCH1,SNAP47,AASDHPPT,UBL4B,ACAN,LETM1,AP3M2,TCHH,SAMD4A,STAT2,HUS1,REPS2,LOC646268,MAPK9,SLC6A17,MARCKSL1,CLIC4,LOC254128,ITPRIPL2,TET1,LOC732275,TNKS1BP1,GPR153,TMEM63C,TCF20,MICALL2,ABT1,PITPNM2,CDH13,KIRREL,CMYA5,NCS1,KRCC1,SERTAD4,GJB2,GLI2,C1GALT1,FAM229A,ST3GAL3,KLHDC8A,RHOBTB3,PCDH8,EXOC7,SERTAD4-AS1,SRRM1,BZRAP1-AS1,MEIS1-AS3,ZBTB46,MAP3K19,RSPH6A
MA0104.1.Mycn	8.70353515208e-26	0.0	96.0	3514.0	231.0	35869.0	2.66	0.64	WWP2,TMCO3,TMCO4,CDRT4,ZFYVE9,CCDC141,SEMA4A,LOC339524,IRF2BP2,XCL2,C14orf159,MAGI1,NUP214,LOC100506810,IRX3,UBR1,FAM193B,UBR4,INPP5A,ADCY7,MANBA,PARP14,RBBP6,RUNX1,HUNK,ARHGAP10,PID1,SPPL2B,RNF213,ZACN,HMGN4,UBE2D3,SLC5A10,PLCH1,DLX2,ZNF185,TFEC,GDPD5,PAPD5,RHOB,BSCL2,CEP170B,ST8SIA2,BAIAP2,WNT5A,TFDP1,LINC00184,JAZF1,TENM4,ADAMTS19,ADIPOR2,TVP23C-CDRT4,RANBP9,TBX18,MIR3680-1,ELN,COL5A1,EFCAB11,OSBP2,RAB11FIP5,HNRNPUL2-BSCL2,ABT1,MFN2,SECISBP2L,RFPL4B,ZNF407,ASAP2,ERC2,TTF1,NDE1,KIAA1324,MCUR1,DGKZ,PHOSPHO2-KLHL23,CDK15,C3orf33,GLI3,MED14,TMPRSS9,ITGB4,HEATR1,CLDN23,MSI2,LMNA,EMC1,PCDH8,MIR3680-2,CHST15,EXOC7,CYB5B,FUT4,ALPL
MA0004.1.Arnt	8.70353515208e-26	0.0	96.0	3514.0	231.0	35869.0	2.66	0.64	WWP2,TMCO3,TMCO4,CDRT4,ZFYVE9,CCDC141,SEMA4A,LOC339524,IRF2BP2,XCL2,C14orf159,MAGI1,NUP214,LOC100506810,IRX3,UBR1,FAM193B,UBR4,INPP5A,ADCY7,MANBA,PARP14,RBBP6,RUNX1,HUNK,ARHGAP10,PID1,SPPL2B,RNF213,ZACN,HMGN4,UBE2D3,SLC5A10,PLCH1,DLX2,ZNF185,TFEC,GDPD5,PAPD5,RHOB,BSCL2,CEP170B,ST8SIA2,BAIAP2,WNT5A,TFDP1,LINC00184,JAZF1,TENM4,ADAMTS19,ADIPOR2,TVP23C-CDRT4,RANBP9,TBX18,MIR3680-1,ELN,COL5A1,EFCAB11,OSBP2,RAB11FIP5,HNRNPUL2-BSCL2,ABT1,MFN2,SECISBP2L,RFPL4B,ZNF407,ASAP2,ERC2,TTF1,NDE1,KIAA1324,MCUR1,DGKZ,PHOSPHO2-KLHL23,CDK15,C3orf33,GLI3,MED14,TMPRSS9,ITGB4,HEATR1,CLDN23,MSI2,LMNA,EMC1,PCDH8,MIR3680-2,CHST15,EXOC7,CYB5B,FUT4,ALPL
MA0006.1.Arnt::Ahr	8.95611659223e-99	0.0	243.0	3367.0	345.0	35755.0	6.73	0.96	OAF,DYNLL1,AHCTF1,RFPL2,UHMK1,TACR1,ZFYVE9,LRRC42,DMGDH,CAPRIN1,FBLN2,PRPF3,GPR35,DCN,MAPKAP1,SKA1,FMNL2,YY2,MPP7,CAMK4,SIX3,PSD3,ARHGAP21,TBC1D20,LOC284276,CSNK2A1,MAGI1,PTP4A2,RRM2B,SPIN1,SLC12A8,RPL13AP20,DOC2A,SMCO2,IARS,TSNAX,WNK1,PRMT6,PPP2R2C,ZNF366,MAP1LC3A,TSPAN1,BRD8,NMT1,MIPOL1,IQCH,LY86-AS1,UBR5,UBR4,INPP5A,CLECL1,MANBA,ROBO1,ARPC1B,SLC2A3,PPFIBP1,DDX47,CDRT7,C16orf92,VIT,DLST,KDELR2,SPEG,FDX1,CSRP2BP,TASP1,CEP164,HMGN4,STMN2,HESX1,GLIS3,UBE2D3,SERINC3,SNAP29,TRIB1,TMEM177,SLC2A14,FZD10,USP25,DHX37,CHCHD3,ASXL2,CAP1,SAT2,PLCH1,PIK3R3,WSB1,JMJD1C,TNS3,PRR25,GTF2I,SAMD8,CCL24,LOC646329,FARP2,C6orf203,PARP4,STAG1,GTF2IRD1,DCUN1D1,NFASC,FRMD8,ZNF827,ZNF777,IQCH-AS1,SCRN1,PCDHGA1,KIF3C,MCCC1,PRDM16,UBE2H,PMP22,SPPL2B,ALDH4A1,TFAP4,FAM120A,CCDC162P,TMEM50A,ATAD2,SHBG,RIPPLY2,SPOCK2,DCAF4L1,ATXN7,C14orf37,WDYHV1,COL12A1,PHF14,C8orf59,FAM168A,CTIF,SLC26A7,SMS,EIF2B3,BRI3BP,SIX1,SLC4A7,PTK2,FBXO4,ANKRD32,VDAC3,VDAC2,XYLT1,IGF2R,SH3GL1,CHST3,CBX1,NEURL1B,C7orf10,CYP1B1-AS1,SLC52A2,C18orf25,PRH1-PRR4,ACTR10,SMC5,TBC1D5,WBP1L,TBX15,NFIC,TRMT1,RAB10,ZNF101,FLJ43663,DDX23,FBXO47,DAGLB,MACC1,BEND3,LACC1,CARS,AMBRA1,TTYH3,PAQR5,CD69,ATP6V1H,SNRPD2P2,COL5A1,SND1,FOXL1,GMEB1,PROX2,MIR4422,GALNT11,PIP4K2A,BNC2,C4orf3,RIN3,NRP1,ABT1,SYNM,C5,ATAD2B,RHEB,ARHGEF26,COLGALT2,LMF1,MAD2L1,SNTB2,PPHLN1,PNPT1,JARID2,BMPR1A,SLCO3A1,LOC100507634,GTF2A2,BMPER,ELF2,ZNF398,ZNF14,RGS20,AXIN2,SLC8A1-AS1,GCNT2,CACNA1G,ZC3HC1,ADCK5,GCLC,TMEM33,C3orf33,SLC38A10,BCR,MED13,TTC38,TG,RABGEF1,KLF9,TRAF1,PDGFC,INTS6,FBXW4P1,VCL,PDIA3P,ARNT2,CES3,NR2E1,KLHL28,LPP,PBX3,HOXA-AS3,RCC1,TMPRSS9,SLC20A1,APPL1,CIRH1A,PDK1,GAS7,CES4A,COQ5,ABCC3
MA0146.1.Zfx	2.23886096479e-30	0.0	65.0	3545.0	77.0	36023.0	1.8	0.21	FLJ13224,GSS,FOXK2,SUMO1,MYO1E,UBN2,ZSCAN9,DSCR3,CSNK2A2,SPRY4,FBXO9,SEMA4B,XRCC2,EGF,FAM192A,CPXM1,PTPN23,ZNF143,NKX2-1,GRHL1,CARM1,PRRT3-AS1,UBE2I,SKAP2,C21orf59,NF1,MIR196A1,NARF,C5,TMEM45B,TRAF1,MIR548W,TRMU,GIT2,MRPL16,KLHL18,CHTOP,KCNB1,NHSL1,ZCCHC24,LMX1B,DCUN1D1,EBF4,TPD52L3,SCMH1,MVB12B,UCP2,NFRKB,RAD51B,MCCC1,DIS3L2,CHST11,TAF1B,ZNRF1,SNORD12,GIF,GCH1,CDC23,PRRT3,ANKFN1,ELOVL6,PLEKHA5,RIN2,COLEC12,DNHD1,GFRA3,F2RL1,OSBP,TFDP2,DENND5B
MA0079.1.SP1	3.79661551779e-30	0.0	78.0	3532.0	123.0	35977.0	2.16	0.34	PHF14,ASXL2,SNTB2,TMEM135,IQGAP1,USP36,SLC2A14,BCAR4,CHSY3,AGRP,KIF15,POLR2A,DMGDH,GTF2A2,DENND4C,PRPF3,XRCC2,UBN2,SPTBN1,PLIN1,DCN,USP25,ADAMTS6,TMEM14C,AXIN2,SUB1,CPXM1,LOC339975,EML6,TPM1,PILRA,ARHGAP21,THEMIS2,PIK3R3,TACR1,NOD2,RRM2B,UBR5,PLEKHS1,DOC2A,DMXL2,CCDC53,INTS6,CASP7,WRN,KIF7,THSD4,CDH23,VCL,AHRR,ATP6V1H,DCUN1D1,TSPAN1,PAK1IP1,NMT1,CYTH1,KLHL28,MIPOL1,LPP,MED13,MCCC1,SCUBE2,RCC1,MIR4422,NUP210L,FAM65A,SAMD8,GCNT2,SLC2A3,CIRH1A,LOC100507634,RPA2,PLEKHA5,TARBP1,EBF4,C16orf92,CCDC144NL,WAPAL,LACTB,BRD4,FRMD8,ZNF774,UQCRC2,AASDHPPT
UP00065_2_Zfp161_secondary	2.43057044919e-19	0.0	26.0	3584.0	11.0	36089.0	0.72	0.03	CHSY3,TMEM132D,XRCC2,CEP97,PTPN23,ADAMTS6,SRSF3,SUB1,CPXM1,LOC339975,CCDC167,THEMIS2,NXPE3,CCDC53,KLHL18,THSD4,DCUN1D1,EBF4,MIR4462,SHH,BCAR4,MCCC1,DMXL2,RFX8,RPA2,PLEKHA5,STK38,AASDHPPT
MA0039.2.Klf4	6.28678462106e-10	3.33828197419e-07	53.0	3557.0	184.0	35916.0	1.47	0.51	SSPO,FOXP1,BRI3BP,BFAR,RAB4A,NRCAM,TOM1,FAM188B,SLC2A14,ATP6V1H,HYLS1,HPX,DMGDH,DENND4C,SNTB2,PRPF3,DHX35,DHX37,DCN,PGBD5,AXIN2,GCNT2,ASXL2,PILRA,ARHGAP21,MGAT5B,PIP4K2A,RPL13AP20,DOC2A,EPHB1,SQSTM1,PAQR5,VCL,AHRR,LINC00656,OAF,NR2E1,NMT1,RHOB,LPP,TACR1,GPR153,UBE4B,KLHL28,MIR4422,CIRH1A,SAMD8,APP,SLC2A3,DDX47,LOC100507634,C16orf92,CCDC144NL,PDE4A,AQP1,ZNF467,GXYLT1
MA0003.1.TFAP2A	1.91750210129e-09	1.01627556892e-06	20.0	3590.0	28.0	36072.0	0.55	0.08	SFTPD,SLC7A5,SIDT1,CA5A,JPH3,FAM175B,GOLGA4,LOC100130987,PDCD7,AP1B1,DNHD1,IGF1R,APPBP2,SHC3,ZNF362,SPEG,TRIM62,MAPK8IP3,SQSTM1,NSMCE1,FLJ21408,ASAP2,UBAP1L
MA0076.1.ELK4	3.02218378679e-09	1.59873397398e-06	17.0	3593.0	19.0	36081.0	0.47	0.05	GPR153,WDR7,EXOC7,UBL4B,MIR143HG,BZRAP1-AS1,SYMPK,KCNMA1,CAP2,G6PC2,RPSAP52,ABCB11,COL5A1,POLR1D,REPS2,LOC732275,IFNAR1,SLC6A17,RSPH6A,IFNGR2
