FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
MA0098.1.ETS1	2.75963644106e-24	0.0	81.0	4201.0	175.0	42645.0	1.89	0.41	HMX1,FXYD6,TMEM130,INSM1,CAMK1D,BSPH1,LDLRAD3,MARCH1,BPIFB4,LSMEM1,SLC30A6,LINC00589,SPTSSB,ABCA11P,XRCC2,ZBTB16,SEC23B,CACNB2,PZP,KCNK2,SOBP,COL26A1,CABLES1,SKP1P2,FXYD6-FXYD2,DGKG,RALGAPA2,SZT2,JAKMIP1,ALPK2,ITGB5,SIRPA,SMCO4,ATP8A2,RAB12,XPA,FOXD2,PYDC2,AHRR,FGF13,PAX7,IFRD1,BCOR,LINC00570,BAHCC1,PAFAH1B1,SCML4,URI1,NFIB,SLC22A11,C14orf93,THBS1,TMEM241,EMX2,GRIK5,ROCK2,GPR85,NDUFS4,LOC284788,WWOX,MS4A10,CNTNAP5,CACNG3,MS4A15,ABCA8,ABCA9
MA0104.1.Mycn	2.66142070838e-30	0.0	115.0	4167.0	279.0	42541.0	2.69	0.65	PRTFDC1,NANOS2,PRKAR1B,POU3F2,GABRG3,SORCS1,ENAH,UGT3A1,RFC3,MIR548H4,MSN,SLC14A2,LOC100270746,ZNF596,ZNF595,LINC00487,TMEM254,TMED11P,EIF3H,ADGB,DCAF8L2,SERPINB2,SIK1,ARHGEF7,CMPK2,LOC100506085,DCC,LOC550643,EOMES,TIAM2,VIPR2,XIRP2,PRIMA1,RNF220,C10orf76,AKAP14,SERPINB7,NABP1,SPON2,GALNTL6,MIR1265,TNR,CRYL1,TSC22D3,RFPL4A,MIR3924,ZNF366,RPUSD4,LOC100129027,RAB3C,MGAT5,UNQ6975,OCA2,NOVA2,NELL1,TNFRSF11A,SSBP2,RAD51B,NRP2,SEMA5B,EXOC2,ZNF718,ALK,IRF4,CAPSL,MPPED1,SNRNP48,ACSL1,PDCD6IP,GALNT18,LRMP,LY6H,MYEOV2,HECW2,WWOX,NLRP11,ASCC1,GUCY1B2,OR10R2,TBX5-AS1
MA0004.1.Arnt	2.66142070838e-30	0.0	115.0	4167.0	279.0	42541.0	2.69	0.65	PRTFDC1,NANOS2,PRKAR1B,POU3F2,GABRG3,SORCS1,ENAH,UGT3A1,RFC3,MIR548H4,MSN,SLC14A2,LOC100270746,ZNF596,ZNF595,LINC00487,TMEM254,TMED11P,EIF3H,ADGB,DCAF8L2,SERPINB2,SIK1,ARHGEF7,CMPK2,LOC100506085,DCC,LOC550643,EOMES,TIAM2,VIPR2,XIRP2,PRIMA1,RNF220,C10orf76,AKAP14,SERPINB7,NABP1,SPON2,GALNTL6,MIR1265,TNR,CRYL1,TSC22D3,RFPL4A,MIR3924,ZNF366,RPUSD4,LOC100129027,RAB3C,MGAT5,UNQ6975,OCA2,NOVA2,NELL1,TNFRSF11A,SSBP2,RAD51B,NRP2,SEMA5B,EXOC2,ZNF718,ALK,IRF4,CAPSL,MPPED1,SNRNP48,ACSL1,PDCD6IP,GALNT18,LRMP,LY6H,MYEOV2,HECW2,WWOX,NLRP11,ASCC1,GUCY1B2,OR10R2,TBX5-AS1
MA0006.1.Arnt::Ahr	1.46487771651e-142	0.0	309.0	3973.0	357.0	42463.0	7.22	0.83	PARG,ZDHHC11,UBL3,ARHGAP44,LOC100507266,CPE,MVB12B,KRT222,PJA2,CREBL2,UPB1,DAB1,USP22,DUSP16,NFYB,OTUD7B,POC1A,DNTT,USP34,TFB2M,MIR4453,EML4,ADRA2C,ATRNL1,EIF4B,SLC41A2,MKLN1,PET112,IFNA13,TMEM178B,PNPLA6,C2CD3,DYSF,WNK1,CREB5,JMJD1C,CRB1,RIIAD1,FTMT,KLHL6,TNIP3,TEX261,TSPAN1,SSH1,IQCK,C1QL1,OSBPL6,CNOT1,UBE4B,GBA3,GRIN2B,LOC146513,PARP16,NRXN3,ADCY9,RAB31,KPNA5,INADL,LACE1,STC2,CFTR,YIPF7,SNX3,GREM2,DOCK8,DMD,CCDC60,MGC45800,MKRN9P,PCM1,DNAJC22,KIAA1279,KC6,CNTN6,SMARCE1,TMEM132D,TDRD10,TMEM132C,SPTSSB,TGFA,WDHD1,GRP,NEK1,SNORD115-15,ZBTB8A,C16orf87,TBC1D23,YARS,PIK3R3,TTN,CAMTA1,GRM7,ZNF282,THADA,COX6C,TXNRD1,FSTL5,DPYSL2,LINC00476,SIRT5,MIR4255,TSHZ2,WWOX,LMX1B,PAX5,HOXC10,GART,PHF20,TUBB2B,SNORD115-21,SCUBE1,CSNK1A1,CEP170,NAA11,CDC27,CAMSAP3,KCNH8,GPR112,DIAPH2,ZNF398,SPOCK3,FLJ46284,TRIM2,DNAJC28,LOC100505687,SNX24,KRT18,MYOM2,EPHX2,CCSER1,ZNF616,SGK223,HTR5A,OR7E91P,KCTD1,MIR1253,PRPF40B,LINC00669,GABRA6,BCAS3,GPR12,SNX14,FAM186B,SEH1L,ZNF532,LOC100505648,ELF1,SMC3,LOC339975,SLC36A3,SLC36A2,WDR27,TTC28,LOC255654,DUSP5,ZNF804B,GPR84,C8orf44-SGK3,FLJ31662,NKD2,CCBE1,MARVELD2,MYLK3,NR2F2,PTPRT,MAST4,IGSF21,LOC100505875,OCLN,ZPBP,MGME1,STAU2,BRWD1,SGK3,RNF219-AS1,CNTLN,LOC401164,GRIK3,DCAKD,IFNA6,ACTR3B,C2orf62,ZNF596,C4orf47,ZIM2,NSMCE2,C9orf72,CDK5RAP2,LINC00570,RHEB,C14orf28,ITIH6,ZMYM2,RAP1GAP2,RBFOX1,CLEC16A,ANKH,DIP2B,MGLL,HIRA,SEC11C,TMEM155,USP9X,SPATS2,OVOL2,ZMYND11,TBX5-AS1,DSCAM,XRCC6P5,CXorf36,M1AP,MBD5,RICTOR,NOP58,SERPINA6,WASF3,MAD1L1,C7orf72,C21orf54,LOC728606,GLI3,GPR125,WDR7,MCEE,OGDHL,MBP,LOC100506688,SLC44A1,VWC2,PDGFC,ANXA5,RGS22,PIEZO2,TXNL1,TANC1,GLRB,TMEM163,MANBAL,PPP2R2C,CASC5,CLTCL1,LOC100507194,PAPOLA,CTNNA2,COX7A2L,NFIB,DDX21,PARD3,FSD1L,CCDC170,SLC11A1,ROCK2,PTPRG,RTDR1,TARBP1,PRUNE2,ZNF92,TARS,KAT6B,C2orf43,GDA
MA0146.1.Zfx	1.3533793478e-20	0.0	58.0	4224.0	105.0	42715.0	1.35	0.25	ERRFI1,CRP,HS3ST4,TBX4,CELF6,AAR2,RET,TRIM34,RGS11,ME3,DUSP23,CWF19L2,TIAM1,PPM1D,TMEM17,DPYD,CHODL,C17orf82,NAV3,LOC113230,SYNJ1,SAMD1,DGKB,SPTLC3,ORAI1,HS6ST2,ATP8A2,CTNNA1,LOC100507217,IQUB,PTCHD1,AADACL4,CHODL-AS1,GARS,AADACL3,C15orf26,MIR5100,RTN4RL1,CCDC81,AHCYL2,SPIRE1,LOC401320,PTPRD,HUNK,ALKBH8,GPR98,MYO15A,TRIM5
MA0079.1.SP1	2.81542631453e-25	0.0	75.0	4207.0	142.0	42678.0	1.75	0.33	SNX3,CSF2RB,MIR548F5,LOC100506085,DNAJC28,OR7E91P,C11orf85,OR5AU1,MBOAT1,KCNB2,GART,DPY19L4,JMJD1C,SNORD115-15,CERS6,MANBAL,APOD,DLG2,PPP1R2,GSX2,RYR2,UNCX,MR1,MRPS33,SRPK2,TERF1,SAMD1,RNU5D-1,GRM7,C8orf44-SGK3,CHIC2,VWC2,DPYSL2,PXDNL,DIAPH2,LOC255025,TMEM253,PET112,LACE1,EN2,LOC100507217,SNORD115-21,TEX261,MAP1S,NUMB,UNC13A,OCLN,MARVELD2,RNU5E-1,ZPBP,ZNF804B,DDX21,SGK3,CEP170,CHEK2P2,ST8SIA4,FCHSD2,STX6,LOC113230,UTRN,BRAF,LINC00476,SPOCK3,BATF2,KAT6B,DCAF4L2,GPR112
UP00065_2_Zfp161_secondary	1.21092937033e-17	0.0	29.0	4253.0	22.0	42798.0	0.68	0.05	RYR2,TGM7,LSM14A,MBOAT1,CCDC140,CERS6,DLG2,WWC3,LOC100506085,RNU5D-1,GRM7,LOC255025,LOC100507217,OSTF1,FCHSD2,RNU5E-1,LINC00673,PAFAH2,UTRN,GLT6D1,DCAF4L2,STXBP4
MA0158.1.HOXA5	1.11085459036e-14	5.89528426076e-12	104.0	4178.0	414.0	42406.0	2.43	0.97	PARG,PIBF1,RNF10,ERBB2IP,UBL3,MCF2,LRRC16A,CD36,CPPED1,CCSER1,CBFA2T2,FAM110D,MARVELD2,ZSCAN25,ZFP64,CUL1,HK2,FCHSD2,CYP3A5,JMJD1C-AS1,MIR3913-1,SYAP1,LACE1,RNF214,SNX3,MIR548F5,MIR4436A,FRS2,KIAA0922,XPO1,CABS1,C7orf33,GSX2,TCTN1,TSHZ2,CSN3,EIF4E,ZWILCH,THBD,CD93,PPTC7,TMEM192,PCDH15,SNX24,NBPF3,LOC728342,TMCC1,LOC503519,CSMD1,LINC00669,NELL1,SRGN,FLJ35282,BCAS3,MEOX2,RGMA,FAM186B,DHX58,ZNF385C,PRPF40B,LINC00466,REEP3,CADM2,COL25A1,TET2,SCAF4,GPR64,CHRNA7,OCLN,ZPBP,RAD51B,TJP1,STOML2,MYO16,NBEAL1,MANBAL,CDK17,KLF5,ALS2CR8,MCEE,OGDHL,NOS1AP,CHIC2,VWC2,DPY19L4,TPST1,MND1,SPOCK3,PDIK1L,PIGO,CFDP1,GORAB
MA0067.1.Pax2	1.52192686986e-11	8.06621325289e-09	19.0	4263.0	16.0	42804.0	0.44	0.04	TFF1,HHAT,LOC146513,CCDC170,NRXN3,MIR4453,SLC36A3,SLC36A2,C4orf27,PAX4,EN2,BPI,UPB1,TDRD10,FSCN3,ASIC2,SPTSSB
MA0076.1.ELK4	4.62773301558e-11	2.44806994676e-08	16.0	4266.0	10.0	42810.0	0.37	0.02	HMX1,CAMK1D,THRAP3,C14orf93,ATP8A2,CACNB2,XPA,FAM159A,MS4A15,MARCH1,GPX7,MS4A10,SLC22A11,LINC00589,LOC284788
