FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
MA0006.1.Arnt::Ahr	6.25066148815e-48	0.0	107.0	1493.0	135.0	15865.0	6.69	0.84	HTR5A,EPHX2,FSTL5,CCDC60,MYOM2,FTMT,LOC728606,TMEM132D,GABRA6,TMEM132C,SPTSSB,ARHGAP44,DNTT,WASF3,RTDR1,C7orf72,CCSER1,SLC36A3,SLC36A2,ATRNL1,WWOX,TTN,GBA3,FLJ31662,MIR4453,VWC2,MIR4255,TSHZ2,PIEZO2,C9orf72,TNIP3,TMEM163,PTPRT,MAST4,IGSF21,LOC100505875,ZPBP,CTNNA2,ZNF804B,GPR12,GRM7,RNF219-AS1,RBFOX1,NAA11,CCDC170,KCTD1,GRIK3,NRXN3,KCNH8,ACTR3B,GRIN2B,GDA,TARBP1,KC6,PRUNE2,YIPF7,ZNF92,SPOCK3,FLJ46284,CFTR,C2orf43
MA0104.1.Mycn	1.63289863174e-13	8.76995143173e-11	46.0	1554.0	108.0	15892.0	2.88	0.68	SORCS1,UGT3A1,RFC3,LOC100270746,NLRP11,LOC100506085,DCC,ADGB,VIPR2,NRP2,PRIMA1,POU3F2,GALNTL6,SLC14A2,TNR,RFPL4A,MIR3924,RAB3C,NELL1,XIRP2,CAPSL,SNRNP48,GALNT18,MYEOV2,GUCY1B2,WWOX,OR10R2
MA0004.1.Arnt	1.63289863174e-13	8.76995143173e-11	46.0	1554.0	108.0	15892.0	2.88	0.68	SORCS1,UGT3A1,RFC3,LOC100270746,NLRP11,LOC100506085,DCC,ADGB,VIPR2,NRP2,PRIMA1,POU3F2,GALNTL6,SLC14A2,TNR,RFPL4A,MIR3924,RAB3C,NELL1,XIRP2,CAPSL,SNRNP48,GALNT18,MYEOV2,GUCY1B2,WWOX,OR10R2
UP00065_2_Zfp161_secondary	2.80262269142e-09	1.49940201688e-06	13.0	1587.0	8.0	15992.0	0.81	0.05	RYR2,DCAF4L2,LOC100506085,OSTF1,MBOAT1,DLG2,CCDC140,GRM7,STXBP4
MA0146.1.Zfx	3.86487132662e-08	2.0638200293e-05	18.0	1582.0	28.0	15972.0	1.13	0.18	CRP,HS3ST4,IQUB,ATP8A2,TIAM1,PTPRD,HUNK,SPTLC3,GPR98,DUSP23
MA0067.1.Pax2	1.80069973273e-07	9.59726987178e-05	10.0	1590.0	6.0	15994.0	0.63	0.04	CCDC170,NRXN3,MIR4453,SLC36A3,SLC36A2,C4orf27,ASIC2,SPTSSB
MA0098.1.ETS1	6.31329844515e-07	0.0003358111861	26.0	1574.0	74.0	15926.0	1.63	0.46	JAKMIP1,CACNG3,ZBTB16,SMCO4,RAB12,WWOX,EMX2,PYDC2,PAX7,ABCA9,CNTNAP5,SKP1P2,PZP,LOC284788,XRCC2,DGKG,ABCA8,SPTSSB
UP00005_2_Tcfap2a_secondary	3.65091343249e-06	0.00193676062553	12.0	1588.0	17.0	15983.0	0.75	0.11	NPL,LOC100505918,PXDNL,ARHGAP44,LINC00308,STAP1,WWOX,ADAMTS19,CXCL13
MA0079.1.SP1	7.76402781014e-06	0.004106495905	21.0	1579.0	60.0	15940.0	1.31	0.38	DLG2,VWC2,LOC100506085,PXDNL,RYR2,MIR548F5,DCAF4L2,MBOAT1,TERF1,SPOCK3,KCNB2,GRM7,ZPBP,ZNF804B
MA0158.1.HOXA5	1.27951996646e-05	0.00674584784744	37.0	1563.0	158.0	15842.0	2.31	0.99	MIR548F5,FLJ35282,LRRC16A,LOC728342,CSMD1,RGMA,CABS1,CCSER1,LINC00466,CPPED1,CADM2,VWC2,COL25A1,TSHZ2,SPOCK3,TET2,PCDH15,SCAF4,CHRNA7,NELL1,ZPBP,NOS1AP,CSN3,MYO16
MA0104.2.Mycn	3.02898147969e-05	0.0158660512644	8.0	1592.0	8.0	15992.0	0.5	0.05	SORCS1,LOC100270746,NLRP11,GUCY1B2,RFPL4A,NELL1,CFTR
UP00031_1_Zbtb3_primary	3.19573238489e-05	0.0167007488641	17.0	1583.0	46.0	15954.0	1.06	0.29	GPR12,CNTN5,C8orf4,STXBP5L,PYROXD1,PCDH15,ARMC4,NPHP3-AS1
UP00053_1_Rxra_primary	4.27960681768e-05	0.0222597268175	13.0	1587.0	28.0	15972.0	0.81	0.18	NPL,LRRC4C,CCDC64,RPE65,PRKCB,GDA,PRUNE2,GFRA2
